objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
-1579429420	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_02.iff	0	842.99	39.5769	1734.4	0.98202	6.21105e-006	0.188776	-3.23102e-005	128	0
-1578657808	0	1398030671	object/static/particle/shared_pt_poi_broken_electronics.iff	0	846.489	40	1691.69	1	0	0	0	64	0
-1574153149	0	1398030671	object/static/structure/tatooine/shared_luke_farm_garage.iff	0	833.509	40.0442	1675.33	1	0	0	0	64	0
-1572514480	0	1398030671	object/static/item/shared_item_bottle_pear.iff	0	796.282	41.1384	1704.58	1	0	0	0	32	0
-1567775110	0	1398030671	object/static/item/shared_item_kitchen_pot_style_02.iff	0	815.98	40	1682.18	0.357684	0.578895	0.721301	-0.129106	32	0
-1556862676	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_2.iff	0	1202.51	31.0426	599.864	1	0	0	0	32	0
-1550759483	0	1398030671	object/static/structure/tatooine/shared_stone_hovel_tatooine_style_01.iff	0	841.852	40	1724.06	-0.160104	0	0.9871	0	200	0
-1550539875	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	865.686	40.1199	1679.13	0.933178	0.0416923	-0.35697	0.00358503	128	0
-1532420674	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	701.644	37.7199	27.8955	0.998221	0.0590892	-0.000469212	-0.00792662	50	0
-1526027737	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_large_style_01.iff	0	802.005	39.8358	1666.4	-0.329521	0	0.944148	0	128	0
-1517888095	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_large_style_01.iff	0	787.815	39.8358	1694.25	0.849901	0	0.526942	0	128	0
-1494881224	0	1398030671	object/static/item/shared_item_container_weapons.iff	0	692.08	38.867	32.4434	0	0	1	0	32	0
-1471718036	0	1398030671	object/static/item/shared_item_kitchen_chair_01.iff	0	840.102	40	1695.7	-0.415486	-0.241544	0.677919	0.556286	32	0
-1470053377	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_metal_1.iff	0	795.81	40	1701.86	-0.63885	0	0.769331	0	32	0
-1451091776	0	1398030671	object/static/item/shared_item_bottle_fat.iff	0	798.865	40	1709.81	0.944818	0.144223	0.039438	0.291484	32	0
-1424652355	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	869.793	39.628	1685.65	0.97213	0.0183711	0.232975	0.0186882	128	0
-1416801220	0	1398030671	object/static/structure/tatooine/shared_tent_house_tatooine_style_01.iff	0	830.186	40	1727.33	0.999726	0	-0.023406	0	200	0
-1408844359	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	854.406	39.5766	1728.69	0.867793	0	-0.496926	0	128	0
-1387192906	0	1398030671	object/static/item/shared_item_bottle_fat.iff	0	702.238	37.7442	27.6104	0.998219	0.0590887	-0.000481941	-0.00814171	32	0
-1384545622	0	1398030671	object/static/structure/general/shared_campfire_burnt.iff	0	829.089	40	1720.59	1	0	0	0	200	0
-1376581304	0	1398030671	object/static/structure/tatooine/shared_wall_damaged_tatooine_large_style_01.iff	0	831.074	39.752	1662.92	0.777659	0.00934407	0.627636	0.0350986	128	0
-1375965087	0	1398030671	object/static/structure/general/shared_all_foodcart_s01.iff	0	702.219	38.1074	24.9458	0.704268	0.0576471	0.705479	0.0546054	200	0
-1370878343	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_large_style_01.iff	0	822.833	39.8257	1738.79	0.999874	-0.00307165	0.00392432	0.0150522	128	0
-1370102196	0	1398030671	object/static/item/shared_wp_mle_axe_heavy_duty.iff	0	808.8	40	1680.68	0.71791	0	0	-0.696136	32	0
-1364012511	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	834.696	40.1158	1663.48	0.110366	-0.0125089	0.993229	0.0340411	128	0
-1352526075	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	793.64	40	1704.17	0.792195	0	0.610268	0	32	0
-1334587254	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_02.iff	0	789.217	39.5766	1690.63	0.865324	0	0.501213	0	128	0
-1332609284	0	1398030671	object/static/item/shared_item_kitchen_chair_01.iff	0	815.171	40	1692.65	-0.639705	0.134305	0.707022	0.269925	32	0
-1331595969	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	858.532	39.9036	1674.1	-0.484098	-0.0370135	0.873981	0.0209058	128	0
-1331168788	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_large_style_01.iff	0	852.074	40.174	1670.42	0.954577	0.0384818	-0.295312	0.00960877	128	0
-1327962478	0	1398030671	object/static/flora/shared_flora_flower_tato_funnel_med.iff	0	1816.24	23.7772	1128.1	1	0	0	0	64	0
-1321202141	0	1398030671	object/static/flora/shared_flora_flower_tato_funnel_med.iff	0	1817.6	23.507	1128.4	1	0	0	0	64	0
-1297870615	0	1398030671	object/static/structure/general/shared_trash_pile_s01.iff	0	848.813	40	1713.68	0.994492	0	0.104808	0	200	0
-1289777588	0	1398030671	object/static/item/shared_wp_mle_lance_vibrolance.iff	0	807.663	40.5687	1712.11	0.957746	0.239458	0.038644	0.154561	32	0
-1285988818	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_crate_1.iff	0	794.838	40	1704.02	0.999999	0	-0.001542	0	32	0
-1246571693	0	1112885583	object/building/tatooine/shared_housing_tatt_style02_small.iff	0	853.835	40	1686.96	0.92388	0	-0.382683	0	512	1036126063
-1674091023	-1246571693	1396919380	object/cell/shared_cell.iff	1	0	0	0	1	0	0	0	0	0
-1182814570	-1246571693	1396919380	object/cell/shared_cell.iff	2	0	0	0	1	0	0	0	0	0
-882045225	-1246571693	1396919380	object/cell/shared_cell.iff	3	0	0	0	1	0	0	0	0	0
-1550073655	-1246571693	1396919380	object/cell/shared_cell.iff	4	0	0	0	1	0	0	0	0	0
-409244986	-1246571693	1396919380	object/cell/shared_cell.iff	5	0	0	0	1	0	0	0	0	0
-280675418	-1246571693	1396919380	object/cell/shared_cell.iff	6	0	0	0	1	0	0	0	0	0
-2133527664	-1246571693	1396919380	object/cell/shared_cell.iff	7	0	0	0	1	0	0	0	0	0
-517957242	-1246571693	1396919380	object/cell/shared_cell.iff	8	0	0	0	1	0	0	0	0	0
-416999969	-1246571693	1396919380	object/cell/shared_cell.iff	9	0	0	0	1	0	0	0	0	0
-1804617885	-1246571693	1396919380	object/cell/shared_cell.iff	10	0	0	0	1	0	0	0	0	0
-1240902027	0	1398030671	object/static/flora/shared_flora_plant_tato_pika.iff	0	1817.32	23.7736	1126.87	1	0	0	0	64	0
-1239926135	0	1413566031	object/tangible/container/loot/shared_placable_loot_crate.iff	0	793.922	40	1705.16	1	0	0	0	50	0
-1227429020	0	1398030671	object/static/item/shared_wp_pistol_dl44_combined.iff	0	845.145	40	1692.12	0.31092	0.627047	-0.626777	-0.342477	32	0
-1173792438	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	818.917	39.8637	1662	0.999776	0.0069766	-0.0200057	-0.000139604	128	0
-1162106795	0	1398030671	object/static/item/shared_item_kitchen_chair_01.iff	0	851.723	40	1717.2	0.809489	-0.506373	0.215341	-0.204797	32	0
-1160876236	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	814.102	39.5944	1661.66	-0.696637	-0.0045154	0.717405	0.00254944	128	0
-1154787398	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_med.iff	0	793.746	40	1701.3	0.99999	0	-0.004449	0	64	0
-1142354174	0	1398030671	object/static/flora/shared_flora_flower_tato_funnel_med.iff	0	1818.23	23.8324	1128.42	1	0	0	0	64	0
-1087666448	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_spine_medium.iff	0	1485.34	54.1092	1785.64	0.807217	0.00233305	-0.522998	0.273622	128	0
-1075392679	0	1398030671	object/static/particle/shared_pt_smoke_small.iff	0	840.684	40	1720.73	1	0	0	0	64	0
-1072786267	0	1398030671	object/static/item/shared_item_bottle_tall.iff	0	701.841	38.4334	28.1675	0.999344	0.0352912	-0.000287844	-0.00815088	32	0
-1053284267	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_spine_large.iff	0	1481.67	53.0562	1788.13	0.887468	0.0329943	-0.408018	0.21174	128	0
-1011219243	0	1398030671	object/static/flora/shared_flora_flower_tato_funnel_med.iff	0	1817.16	23.9404	1129.36	1	0	0	0	64	0
-1000427004	0	1398030671	object/static/item/shared_item_kitchen_pot_style_03.iff	0	815.681	40	1681.58	0.90393	0.113584	-0.051406	-0.409104	32	0
-995942589	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	799.476	39.2942	1733.59	-0.557644	-0.00467633	0.829815	0.0204377	128	0
-990038731	0	1398030671	object/static/item/shared_item_bottle_pear.iff	0	846.725	40	1711.32	0.803236	0.298402	0.23405	-0.459335	32	0
-961985415	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	790.519	39.8358	1686.89	-0.531861	0	0.846832	0	128	0
-959440082	0	1398030671	object/static/structure/general/shared_r3_head.iff	0	824.552	40	1681.19	0.486133	0.714962	-0.500383	-0.046054	64	0
-951443171	0	1398030671	object/static/item/shared_item_chair_metal_wheeled_01.iff	0	807.424	40	1704.28	0.830055	-0.556246	-0.03322	-0.022262	32	0
-941954754	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_dented_1.iff	0	833.853	40	1724.51	1	0	0	0	32	0
-929473760	0	1398030671	object/static/item/shared_item_jar_empty.iff	0	811.434	39.9958	1712.93	0.790441	-0.386713	0.208759	-0.426703	32	0
-907629344	0	1398030671	object/static/structure/tatooine/shared_pillar_pristine_large_style_01.iff	0	831.726	39.9015	1738.25	0.993482	-0.0105555	0.1135	-0.000558339	128	0
-894356231	0	1398030671	object/static/item/shared_wp_mle_baton_gaderiffi.iff	0	837.798	40.2214	1720.81	-0.296277	0.955089	0.004775	0.001481	32	0
-892094787	0	1398030671	object/static/item/shared_item_jar_empty.iff	0	846.197	40	1699.2	0.970231	-0.151602	0.029156	-0.186595	32	0
-877081070	0	1398030671	object/static/item/shared_item_container_weapons.iff	0	693.25	38.867	32.2432	1	0	0	0	32	0
-867823003	0	1398030671	object/static/flora/shared_flora_flower_tato_funnel_med.iff	0	1815.14	23.1983	1126.3	1	0	0	0	64	0
-866704997	0	1398030671	object/static/flora/shared_flora_plant_tato_pika_tri.iff	0	1816.18	23.8147	1127.44	1	0	0	0	64	0
-850991870	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	865.244	39.5766	1716.75	0.246632	0	0.969109	0	128	0
-839384774	0	1398030671	object/static/structure/general/shared_skeleton_human_headandbody.iff	0	821.825	40	1682.5	-0.277121	0	0.960835	0	64	0
-819222594	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_01.iff	0	798.424	39.5766	1672.82	0.270781	0	0.962641	0	128	0
-800053533	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_spine_medium.iff	0	1503.97	54.2789	1774.46	0.82522	-0.188595	-0.508941	0.156276	128	0
-797489960	0	1398030671	object/static/structure/tatooine/shared_wall_ruined_tatooine_large_style_02.iff	0	806.763	39.5782	1663.51	-0.310592	-0.000515394	0.950542	0.00157732	128	0
-783878158	0	1398030671	object/static/particle/shared_particle_newbie_hanging_smoke.iff	0	831.504	40	1682.07	1	0	0	0	64	0
-782361704	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	843.71	40.1721	1666.57	0.990799	0.0384817	-0.129243	0.0115563	128	0
-774325041	0	1398030671	object/static/structure/tatooine/jawa/shared_tent_jawa_01_small.iff	0	1200.75	29.3627	599.327	0.989506	0	0	0.144492	64	0
-773094635	0	1398030671	object/static/item/shared_item_kitchen_chair_01.iff	0	815.872	40	1693.12	0.809489	-0.506373	0.215341	-0.204797	32	0
-766969766	0	1398030671	object/static/item/shared_item_kitchen_chair_01.iff	0	852.175	40	1720.22	-0.415486	-0.241544	0.677919	0.556286	32	0
-755838250	0	1398030671	object/static/structure/general/shared_skeleton_human_headandbody.iff	0	808.495	40	1681.63	-0.471328	0	0.881958	0	64	0
-752107793	0	1398030671	object/static/item/shared_item_container_weapons.iff	0	692.078	37.993	32.4448	0	0	1	0	32	0
-739939829	0	1398030671	object/static/item/shared_item_chair_metal_wheeled_01.iff	0	849.286	40	1698.26	0.783511	-0.417837	0.121327	-0.443624	32	0
-727431475	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_large_style_01.iff	0	795.44	39.6033	1731.03	0.229561	0.000728423	0.973071	0.0208279	128	0
-708293421	0	1398030671	object/static/structure/general/shared_skeleton_bith_headandbody.iff	0	831.315	40	1725.35	1	0	0	0	64	0
-686161365	0	1398030671	object/static/structure/corellia/shared_corl_fountain_circle_s01.iff	0	1817.74	20.4433	1123.31	0.797087	0.131534	0.561765	0.178244	96	0
-679576211	0	1398030671	object/static/structure/general/shared_skeleton_bith_headandbody.iff	0	845.531	40	1692.86	1	0	0	0	64	0
-677285736	0	1398030671	object/static/item/shared_item_bottle_pear.iff	0	799.266	40	1695.84	0.870859	0.327794	0.129028	-0.342793	32	0
-669667101	0	1398030671	object/static/item/shared_item_jar_empty.iff	0	819.777	40	1681.27	0.849836	0.339436	-0.149551	-0.374428	32	0
-648240706	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_chair_cafe_style_02.iff	0	828.677	40.0001	1727.79	0.204347	0	0.978899	0	50	0
-640336000	0	1398030671	object/static/particle/shared_pt_smoke_small.iff	0	823.104	40	1699.91	1	0	0	0	64	0
-634427143	0	1398030671	object/static/structure/tatooine/shared_pillar_damaged_large_style_01.iff	0	784.028	39.8358	1710.47	0.758362	0	0.651834	0	128	0
-615730914	0	1398030671	object/static/item/shared_item_con_tato_bowl_full_s02.iff	0	698.438	38.3762	32.2085	0.999765	-0.0145429	0.000233621	-0.0160605	32	0
-605774488	0	1398030671	object/static/item/shared_item_meat_hunk.iff	0	792.706	40.8222	1702.86	0.759731	-0.0255051	0.648486	-0.0402984	32	0
-581695765	0	1398030671	object/static/item/shared_item_kitchen_pot_style_01.iff	0	817.337	40	1681.35	0.734563	0.497169	-0.258831	-0.382422	32	0
-580972756	0	1413566031	object/tangible/furniture/tatooine/shared_frn_tato_tbl_cafe_table_style_01.iff	0	698.137	37.6273	32.1694	0.999765	-0.0145429	0.000233621	-0.0160605	50	0
-580396567	0	1398030671	object/static/structure/tatooine/shared_wall_cleft_tatooine_large_style_01.iff	0	784.544	39.5697	1715.22	-0.163894	-0.00111603	0.986477	0.00105564	128	0
-577632755	0	1398030671	object/static/structure/tatooine/shared_palette_tatooine_style_01.iff	0	692.64	39.607	32.353	0.707107	0	0.707107	0	32	0
-565923755	0	1398030671	object/static/structure/general/shared_skeleton_human_headandbody.iff	0	1211.21	29.6464	590.677	0.999126	-0.0416757	0.00013237	-0.00317341	64	0
-555016066	0	1398030671	object/static/structure/tatooine/shared_debris_tatt_drum_storage_1.iff	0	1202.4	30.2696	597.741	1	0	0	0	32	0
-547631987	0	1398030671	object/static/item/shared_wp_mle_baton_gaderiffi.iff	0	821.979	40.1581	1682.37	-0.226404	0.431578	0.835158	0.254937	32	0
-543283708	0	1398030671	object/static/item/shared_item_jar_empty.iff	0	846.26	40	1698.52	0.790441	-0.386713	0.208759	-0.426703	32	0
-524453818	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_spine_medium.iff	0	1496.26	56.0394	1778.51	0.857111	-0.130948	-0.497415	0.0281485	128	0
-507892488	0	1398030671	object/static/structure/tatooine/shared_tent_house_tatooine_style_01.iff	0	852.663	40	1718.1	0.92044	0	0.390885	0	200	0
-500638200	0	1398030671	object/static/item/shared_item_con_tato_bowl_full_s01.iff	0	697.901	38.3801	31.8979	0.999839	0.00790391	-0.000127287	-0.0161017	32	0
-497542809	0	1398030671	object/static/item/shared_item_bottle_fat.iff	0	794.912	40.6957	1703.81	1	0	0	0	32	0
-487332026	0	1398030671	object/static/structure/tatooine/shared_pillar_ruined_small_style_01.iff	0	811.455	39.6482	1737.91	-0.568418	-0.0116788	0.822657	0.000238368	128	0
-481036515	0	1398030671	object/static/item/shared_item_bottle_pear.iff	0	795.583	41.1384	1704.94	1	0	0	0	32	0
-446506169	0	1398030671	object/static/structure/general/shared_tankfarm_s01.iff	0	1818.59	22.002	1123.44	0.994493	-0.104807	0	0	200	0
