shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
449768177	0	4132	-7.97051	4104	0.707107	0	-0.707107	0	200	0
1456013537	0	4076	-1.6	4080	0	0	1	0	128	0
1456013537	0	4076	-1.6	4112	1	0	0	0	128	0
449768177	0	4084	-7.97051	4104	0.707109	0	-0.707104	0	200	0
449768177	0	4084	-7.97051	4088	0.707111	0	-0.707102	0	200	0
-2117727813	0	4111	0	4084	0.707107	0	-0.707106	0	50	0
830780937	0	4110	1.51338	4096	1	0	0	0	96	0
-1506060227	0	4124	-0.0294924	4080	1	0	0	0	128	0
-1506060227	0	4124	0	4112	1	0	0	0	128	0
-464174801	0	4092	4	4112	0.874981	0	0.484157	0	200	0
-464174801	0	4124	4	4080	-0.222719	0	0.974882	0	200	0
-464174801	0	4124	4	4112	0.389783	0	0.920906	0	200	0
358492196	0	4110	1.18556	4093	1	0	0	0	200	0
358492196	0	4107	1.18556	4096	0.707113	0	-0.7071	0	200	0
358492196	0	4113	1.18556	4096	0.707109	0	-0.707105	0	200	0
-1915405121	0	4204	0	3858	0.915116	0	0.40319	0	200	0
-1915405121	0	4238	0	3920	0.94441	0	0.328769	0	200	0
-1915405121	0	4238	0	3858	-0.173324	0	0.984865	0	200	0
-2003000605	0	4207	0	3915	1	0	0	0	200	0
-2003000605	0	4234	0	3974	1	0	0	0	200	0
-2003000605	0	4205.22	0	4014.64	1	0	0	0	200	0
-2003000605	0	4284	0	3851	1	0	0	0	200	0
-2003000605	0	4272	0	3793	1	0	0	0	200	0
-2003000605	0	4319	0	3902	1	0	0	0	200	0
-2003000605	0	4307	0	3998	1	0	0	0	200	0
-2003000605	0	4216	0	4007	1	0	0	0	200	0
-2003000605	0	4194	0	3836	1	0	0	0	200	0
-2003000605	0	4222	0	3734	1	0	0	0	200	0
-2003000605	0	4274	0	3796	1	0	0	0	200	0
-2003000605	0	4234.22	0	4036.64	1	0	0	0	200	0
1033996995	0	4333	0	3834	1	0	0	0	200	0
-384222495	0	4339	0	3863	1	0	0	0	200	0
-605100997	0	4340	0	3883	1	0	0	0	200	0
-2116958143	0	4331	0	3926	1	0	0	0	200	0
-2003000605	0	4074	0	3808	1	0	0	0	200	0
-2003000605	0	4112	0	3777	1	0	0	0	200	0
-2003000605	0	4025.96	0	3892.54	1	0	0	0	200	0
-2003000605	0	4159	0	3736	1	0	0	0	200	0
-2003000605	0	4147	0	3832	1	0	0	0	200	0
-2003000605	0	4142	0	3798	1	0	0	0	200	0
1033996995	0	4067.52	0	3934.27	1	0	0	0	200	0
-384222495	0	4179	0	3696	1	0	0	0	200	0
-605100997	0	4180	0	3717	1	0	0	0	200	0
-2116958143	0	4171	0	3760	1	0	0	0	200	0
-2003000605	0	3853.14	0	4145.43	1	0	0	0	200	0
-2003000605	0	3990	0	3906	1	0	0	0	200	0
-2003000605	0	4002	0	3813	1	0	0	0	200	0
-2003000605	0	4037	0	3865	1	0	0	0	200	0
-2003000605	0	4024	0	3961	1	0	0	0	200	0
-2003000605	0	4019	0	3928	1	0	0	0	200	0
1033996995	0	4051	0	3796	1	0	0	0	200	0
-384222495	0	4057	0	3825	1	0	0	0	200	0
-605100997	0	4058	0	3846	1	0	0	0	200	0
-2116958143	0	4049	0	3889	1	0	0	0	200	0
-2003000605	0	4184	0	3740	1	0	0	0	200	0
-2003000605	0	4222	0	3709	1	0	0	0	200	0
-2003000605	0	4135.96	0	3824.91	1	0	0	0	200	0
-2003000605	0	4171	0	3876.58	1	0	0	0	200	0
-2003000605	0	4257	0	3764	1	0	0	0	200	0
-2003000605	0	4252	0	3731	1	0	0	0	200	0
1033996995	0	4185.03	0	3807.89	1	0	0	0	200	0
-384222495	0	4190.92	0	3836.84	1	0	0	0	200	0
-605100997	0	4191.88	0	3857.5	1	0	0	0	200	0
-2116958143	0	4182.93	0	3900.74	1	0	0	0	200	0
-2003000605	0	3900.53	0	3967.53	1	0	0	0	200	0
-2003000605	0	3938.55	0	3936.91	1	0	0	0	200	0
-2003000605	0	3950.85	0	3844.04	1	0	0	0	200	0
-2003000605	0	3985.88	0	3895.71	1	0	0	0	200	0
-2003000605	0	4072	0	3783	1	0	0	0	200	0
-2003000605	0	4066	0	3750	1	0	0	0	200	0
1033996995	0	3999.92	0	3827.02	1	0	0	0	200	0
-384222495	0	4005.8	0	3855.97	1	0	0	0	200	0
-605100997	0	4006.76	0	3876.63	1	0	0	0	200	0
-2116958143	0	4096	0	3711	1	0	0	0	200	0
-2003000605	0	4132	0	3850	1	0	0	0	200	0
-2003000605	0	4170	0	3820	1	0	0	0	200	0
-2003000605	0	4183	0	3727	1	0	0	0	200	0
-2003000605	0	4218	0	3778	1	0	0	0	200	0
-2003000605	0	4205	0	3875	1	0	0	0	200	0
-2003000605	0	4200	0	3841	1	0	0	0	200	0
1033996995	0	4232	0	3710	1	0	0	0	200	0
-384222495	0	4238	0	3739	1	0	0	0	200	0
-605100997	0	4238	0	3759	1	0	0	0	200	0
-2116958143	0	4230	0	3803	1	0	0	0	200	0
-2003000605	0	4227	0	3722	1	0	0	0	200	0
-2003000605	0	4166.82	0	3900	1	0	0	0	200	0
-2003000605	0	4179.11	0	3807.12	1	0	0	0	200	0
-2003000605	0	4214.15	0	3858.8	1	0	0	0	200	0
-2003000605	0	4300	0	3746	1	0	0	0	200	0
-2003000605	0	4196.17	0	3921.33	1	0	0	0	200	0
1033996995	0	4228.18	0	3790.11	1	0	0	0	200	0
-384222495	0	4234.07	0	3819.06	1	0	0	0	200	0
-605100997	0	4235.02	0	3839.72	1	0	0	0	200	0
-2116958143	0	4226.08	0	3882.96	1	0	0	0	200	0
-2003000605	0	3906.41	0	4209.94	1	0	0	0	200	0
-2003000605	0	4043	0	3971	1	0	0	0	200	0
-2003000605	0	4055	0	3878	1	0	0	0	200	0
-2003000605	0	4082.49	0	3988.75	1	0	0	0	200	0
-2003000605	0	4032.39	0	4037.51	0.937647	0	-0.34759	0	200	0
-2003000605	0	4050	0	4007.81	0.937647	0	-0.34759	0	200	0
1033996995	0	4104	0	3861	1	0	0	0	200	0
-384222495	0	4110	0	3890	1	0	0	0	200	0
-605100997	0	4111	0	3911	1	0	0	0	200	0
-2116958143	0	4094.49	0	4012.75	1	0	0	0	200	0
-2003000605	0	3910.11	0	4223.65	1	0	0	0	200	0
-2003000605	0	4047	0	3985	1	0	0	0	200	0
-2003000605	0	4059	0	3892	1	0	0	0	200	0
-2003000605	0	4086.49	0	4001.75	1	0	0	0	200	0
-2003000605	0	4025.54	0	4050.08	0.937647	0	-0.34759	0	200	0
-2003000605	0	4043.91	0	4021.04	0.937647	0	-0.34759	0	200	0
1033996995	0	4108	0	3875	1	0	0	0	200	0
-384222495	0	4114	0	3904	1	0	0	0	200	0
-605100997	0	4115	0	3924	1	0	0	0	200	0
-2116958143	0	4106	0	3967	1	0	0	0	200	0
-2003000605	0	4008.98	0	4027.93	0.937647	0	-0.34759	0	200	0
-2003000605	0	4057.35	0	4029.95	0.937647	0	-0.34759	0	200	0
-2003000605	0	4096.49	0	3969.75	1	0	0	0	200	0
-2003000605	0	4139	0	3962	1	0	0	0	200	0
-2003000605	0	4127	0	4059	1	0	0	0	200	0
-2003000605	0	4121	0	4025	1	0	0	0	200	0
1033996995	0	4153	0	3894	1	0	0	0	200	0
-384222495	0	4159	0	3923	1	0	0	0	200	0
-605100997	0	4160	0	3943	1	0	0	0	200	0
-2116958143	0	4151	0	3987	1	0	0	0	200	0
-2003000605	0	4080.03	0	4054.26	0.937647	0	-0.34759	0	200	0
-2003000605	0	4122	0	3993	1	0	0	0	200	0
-2003000605	0	4134	0	3900	1	0	0	0	200	0
-2003000605	0	4169	0	3952	1	0	0	0	200	0
-2003000605	0	4157	0	4048	1	0	0	0	200	0
-2003000605	0	4151	0	4015	1	0	0	0	200	0
1033996995	0	4183	0	3883	1	0	0	0	200	0
-384222495	0	4189	0	3912	1	0	0	0	200	0
-605100997	0	4190	0	3933	1	0	0	0	200	0
-2116958143	0	4181	0	3976	1	0	0	0	200	0
-605100997	0	4175.14	0	4092.41	1	0	0	0	200	0
-605100997	0	4226.99	0	4052.88	1	0	0	0	200	0
-605100997	0	4299.91	0	4064.5	1	0	0	0	200	0
-605100997	0	4246.86	0	4167.9	1	0	0	0	200	0
-605100997	0	4144.93	0	4190.2	1	0	0	0	200	0
-1915405121	0	4326.03	0	4119.91	0.915116	0	0.40319	0	200	0
-1915405121	0	4229.39	0	3932.94	-0.496189	0	0.868215	0	200	0
-2003000605	0	4316.03	0	4097.91	1	0	0	0	200	0
-2003000605	0	4269.03	0	4093.91	1	0	0	0	200	0
-2003000605	0	4264.03	0	4059.91	1	0	0	0	200	0
-2003000605	0	4254.03	0	4111.91	1	0	0	0	200	0
-2003000605	0	4292.03	0	4081.91	1	0	0	0	200	0
-2003000605	0	4327.03	0	4136.91	1	0	0	0	200	0
-2003000605	0	4322.03	0	4102.91	1	0	0	0	200	0
1033996995	0	4305.03	0	4144.91	1	0	0	0	200	0
-1915405121	0	4245.5	0	3900.54	0.724837	0	0.68892	0	200	0
-1915405121	0	4311.19	0	3926.72	0.777573	0	0.628792	0	200	0
-1915405121	0	4271.73	0	3878.9	-0.496189	0	0.868215	0	200	0
-2003000605	0	4284.1	0	3942.59	0.941076	0	0.338196	0	200	0
-2003000605	0	4342.48	0	3970.91	0.941076	0	0.338196	0	200	0
-2003000605	0	4352.05	0	3922.81	0.941076	0	0.338196	0	200	0
-2003000605	0	4302.75	0	3844.22	0.941076	0	0.338196	0	200	0
-2003000605	0	4256.57	0	3807.13	0.941076	0	0.338196	0	200	0
-2003000605	0	4362.21	0	3861.28	0.941076	0	0.338196	0	200	0
-2003000605	0	4223.79	0	3889.94	0.941076	0	0.338196	0	200	0
-2003000605	0	4180.46	0	3793.45	0.941076	0	0.338196	0	200	0
-2003000605	0	4260.03	0	3808.17	0.941076	0	0.338196	0	200	0
-2003000605	0	4388.42	0	3921.32	0.941076	0	0.338196	0	200	0
1033996995	0	4329.72	0	3799.92	0.941076	0	0.338196	0	200	0
-384222495	0	4352.8	0	3818.47	0.941076	0	0.338196	0	200	0
-605100997	0	4366.31	0	3833.25	0.941076	0	0.338196	0	200	0
-2116958143	0	4386.74	0	3872.15	0.941076	0	0.338196	0	200	0
-2003000605	0	4348.08	0	3983.18	1	0	0	0	200	0
-2003000605	0	4336.08	0	4079.18	1	0	0	0	200	0
-2003000605	0	4331.08	0	4045.18	1	0	0	0	200	0
-2003000605	0	4263.08	0	4055.18	1	0	0	0	200	0
-2003000605	0	4301.08	0	4024.18	1	0	0	0	200	0
-384222495	0	4123.1	0	3791.51	0.941076	0	0.338196	0	200	0
-605100997	0	4137.24	0	3807.07	0.941076	0	0.338196	0	200	0
-2116958143	0	4157.67	0	3845.97	0.941076	0	0.338196	0	200	0
1033996995	0	4240.08	0	4043.18	1	0	0	0	200	0
-384222495	0	4246.08	0	4072.18	1	0	0	0	200	0
-605100997	0	4247.08	0	4093.18	1	0	0	0	200	0
-2003000605	0	4226.08	0	4112.18	1	0	0	0	200	0
-2003000605	0	4154.97	0	3822.27	0.941076	0	0.338196	0	200	0
-2003000605	0	4164.54	0	3774.17	0.941076	0	0.338196	0	200	0
-2003000605	0	4226.55	0	3794.31	0.941076	0	0.338196	0	200	0
-2003000605	0	4201.68	0	3772.04	0.941076	0	0.338196	0	200	0
-2003000605	0	4261.08	0	4030.18	1	0	0	0	200	0
-2003000605	0	4188.29	0	4068.81	1	0	0	0	200	0
-2116958143	0	4218.29	0	4029.81	1	0	0	0	200	0
-2003000605	0	4321.08	0	4097.18	1	0	0	0	200	0
-2003000605	0	4195.09	0	3892.88	0.941076	0	0.338196	0	200	0
-2003000605	0	4145.92	0	3812.88	0.941076	0	0.338196	0	200	0
-2003000605	0	4205.38	0	3829.93	0.941076	0	0.338196	0	200	0
-2003000605	0	4257.1	0	3913.02	0.941076	0	0.338196	0	200	0
-2003000605	0	4231.6	0	3889.98	0.941076	0	0.338196	0	200	0
1033996995	0	4172.89	0	3768.58	0.941076	0	0.338196	0	200	0
-384222495	0	4195.98	0	3787.12	0.941076	0	0.338196	0	200	0
-605100997	0	4208.71	0	3802.55	0.941076	0	0.338196	0	200	0
-2116958143	0	4230.55	0	3841.57	0.941076	0	0.338196	0	200	0
-2003000605	0	4176.67	0	3781.01	0.941076	0	0.338196	0	200	0
-2003000605	0	4244.08	0	4125.18	1	0	0	0	200	0
1033996995	0	4293.08	0	4108.18	1	0	0	0	200	0
-384222495	0	4299.08	0	4137.18	1	0	0	0	200	0
-605100997	0	4300.08	0	4158.18	1	0	0	0	200	0
1033996995	0	4297.08	0	4122.18	1	0	0	0	200	0
-384222495	0	4303.08	0	4151.18	1	0	0	0	200	0
1033996995	0	4342.08	0	4141.18	1	0	0	0	200	0
-384222495	0	4348.08	0	4170.18	1	0	0	0	200	0
-2003000605	0	4323.08	0	4147.18	1	0	0	0	200	0
1033996995	0	4245.22	0	3933.19	0.941076	0	0.338196	0	200	0
-384222495	0	4268.31	0	3951.74	0.941076	0	0.338196	0	200	0
-605100997	0	4282.45	0	3967.3	0.941076	0	0.338196	0	200	0
-1915405121	0	4086.15	1.52588e-005	4190.59	0.962425	0	0.271547	0	200	0
-1915405121	0	4101.69	1.52588e-005	4259.57	0.981048	0	0.193766	0	200	0
-1915405121	0	4118.82	1.52588e-005	4199.99	-0.034197	0	0.999415	0	200	0
-2003000605	0	4073.28	1.52588e-005	4246.2	0.990216	0	-0.139543	0	200	0
-2003000605	0	4082.92	1.52588e-005	4310.36	0.990216	0	-0.139543	0	200	0
-2003000605	0	4128.01	1.52588e-005	4291.07	0.990216	0	-0.139543	0	200	0
-2003000605	0	4164.97	1.52588e-005	4205.97	0.990216	0	-0.139543	0	200	0
-2003000605	0	4244.44	1.5e-005	4220.78	1	0	0	0	200	0
-2003000605	0	4184.51	1.52588e-005	4264.66	0.990216	0	-0.139543	0	200	0
-2003000605	0	4082.62	1.52588e-005	4166.68	0.990216	0	-0.139543	0	200	0
-2003000605	0	4194.44	1.5e-005	4161.78	1	0	0	0	200	0
-2003000605	0	4246.44	1.5e-005	4223.78	1	0	0	0	200	0
-2003000605	0	4273.44	1.5e-005	4392.78	1	0	0	0	200	0
1033996995	0	4305.44	1.5e-005	4261.78	1	0	0	0	200	0
-384222495	0	4311.44	1.5e-005	4290.78	1	0	0	0	200	0
-605100997	0	4312.44	1.5e-005	4310.78	1	0	0	0	200	0
-2116958143	0	4189.41	1.52588e-005	4291.04	0.990216	0	-0.139543	0	200	0
-2003000605	0	4131.44	1.5e-005	4163.78	1	0	0	0	200	0
-2003000605	0	4119.44	1.5e-005	4259.78	1	0	0	0	200	0
-2003000605	0	4114.44	1.5e-005	4225.78	1	0	0	0	200	0
-2003000605	0	4046.44	1.5e-005	4235.78	1	0	0	0	200	0
-2003000605	0	4084.44	1.5e-005	4204.78	1	0	0	0	200	0
-384222495	0	4151.44	1.5e-005	4123.78	1	0	0	0	200	0
-605100997	0	4152.44	1.5e-005	4144.78	1	0	0	0	200	0
-2116958143	0	4143.44	1.5e-005	4187.78	1	0	0	0	200	0
1033996995	0	4023.44	1.5e-005	4223.78	1	0	0	0	200	0
-384222495	0	4029.44	1.5e-005	4252.78	1	0	0	0	200	0
-605100997	0	4030.44	1.5e-005	4273.78	1	0	0	0	200	0
-2003000605	0	4009.44	1.5e-005	4292.78	1	0	0	0	200	0
-2003000605	0	4156.44	1.5e-005	4167.78	1	0	0	0	200	0
-2003000605	0	4194.44	1.5e-005	4136.78	1	0	0	0	200	0
-2003000605	0	4229.44	1.5e-005	4191.78	1	0	0	0	200	0
-2003000605	0	4224.44	1.5e-005	4158.78	1	0	0	0	200	0
-2003000605	0	4044.44	1.5e-005	4210.78	1	0	0	0	200	0
-2003000605	0	4038.44	1.5e-005	4177.78	1	0	0	0	200	0
-2116958143	0	4068.44	1.5e-005	4138.78	1	0	0	0	200	0
-2003000605	0	4019.16	1.52588e-005	4163	0.990216	0	-0.139543	0	200	0
-2003000605	0	4142.44	1.5e-005	4247.78	1	0	0	0	200	0
-2003000605	0	4155.44	1.5e-005	4154.78	1	0	0	0	200	0
-2003000605	0	4190.44	1.5e-005	4205.78	1	0	0	0	200	0
-2003000605	0	4082.41	1.52588e-005	4207.21	0.990216	0	-0.139543	0	200	0
-2003000605	0	4087	1.52588e-005	4173.15	0.990216	0	-0.139543	0	200	0
1033996995	0	4204.44	1.5e-005	4137.78	1	0	0	0	200	0
-384222495	0	4210.44	1.5e-005	4166.78	1	0	0	0	200	0
-605100997	0	4210.44	1.5e-005	4186.78	1	0	0	0	200	0
-2116958143	0	4126.33	1.52588e-005	4144.92	0.990216	0	-0.139543	0	200	0
-2003000605	0	4199.44	1.5e-005	4149.78	1	0	0	0	200	0
-2003000605	0	4027.44	1.5e-005	4305.78	1	0	0	0	200	0
1033996995	0	4076.44	1.5e-005	4288.78	1	0	0	0	200	0
-384222495	0	4082.44	1.5e-005	4317.78	1	0	0	0	200	0
-605100997	0	4083.44	1.5e-005	4338.78	1	0	0	0	200	0
1033996995	0	4080.44	1.5e-005	4302.78	1	0	0	0	200	0
-384222495	0	4086.44	1.5e-005	4331.78	1	0	0	0	200	0
1033996995	0	4049.92	9.99347	4174.78	0.990216	0	-0.139543	0	200	0
-384222495	0	4024.94	1.52588e-005	4240.62	0.990216	0	-0.139543	0	200	0
-2003000605	0	4106.44	1.5e-005	4327.78	1	0	0	0	200	0
1033996995	0	4059.06	1.52588e-005	4208.81	0.990216	0	-0.139543	0	200	0
-384222495	0	4056.81	1.52588e-005	4238.34	0.990216	0	-0.139543	0	200	0
-605100997	0	4051.97	1.52588e-005	4258.8	0.990216	0	-0.139543	0	200	0
-1915405121	0	3920.52	0	4138.94	0.915116	0	0.40319	0	200	0
-1915405121	0	3954.52	0	4200.94	0.94441	0	0.328769	0	200	0
-1915405121	0	3954.52	0	4138.94	-0.173324	0	0.984865	0	200	0
-2003000605	0	3923.52	0	4195.94	1	0	0	0	200	0
-2003000605	0	3950.52	0	4254.94	1	0	0	0	200	0
-2003000605	0	3988.52	0	4223.94	1	0	0	0	200	0
-2003000605	0	4000.52	0	4131.94	1	0	0	0	200	0
-2003000605	0	3988.52	0	4073.94	1	0	0	0	200	0
-2003000605	0	4035.52	0	4182.94	1	0	0	0	200	0
-2003000605	0	3910.52	0	4116.94	1	0	0	0	200	0
-2003000605	0	3938.52	0	4014.94	1	0	0	0	200	0
-2003000605	0	3990.52	0	4076.94	1	0	0	0	200	0
-2003000605	0	4017.52	0	4245.94	1	0	0	0	200	0
1033996995	0	3984	0	4055	1	0	0	0	200	0
-384222495	0	4055.52	0	4143.94	1	0	0	0	200	0
-605100997	0	4056.52	0	4163.94	1	0	0	0	200	0
-2116958143	0	4047.52	0	4206.94	1	0	0	0	200	0
-2003000605	0	3875.52	0	4016.94	1	0	0	0	200	0
-2003000605	0	3863.52	0	4112.94	1	0	0	0	200	0
-2003000605	0	3858.52	0	4078.94	1	0	0	0	200	0
-2003000605	0	3790.52	0	4088.94	1	0	0	0	200	0
-2003000605	0	3828.52	0	4057.94	1	0	0	0	200	0
-384222495	0	3895.52	0	3976.94	1	0	0	0	200	0
-605100997	0	3896.52	0	3997.94	1	0	0	0	200	0
-2116958143	0	3887.52	0	4040.94	1	0	0	0	200	0
1033996995	0	3767.52	0	4076.94	1	0	0	0	200	0
-384222495	0	3773.52	0	4105.94	1	0	0	0	200	0
-605100997	0	3774.52	0	4126.94	1	0	0	0	200	0
-2003000605	0	3753.52	0	4145.94	1	0	0	0	200	0
-2003000605	0	3900.52	0	4020.94	1	0	0	0	200	0
-2003000605	0	3938.52	0	3989.94	1	0	0	0	200	0
-2003000605	0	3973.52	0	4044.94	1	0	0	0	200	0
-2003000605	0	3968.52	0	4011.94	1	0	0	0	200	0
-2003000605	0	3788.52	0	4063.94	1	0	0	0	200	0
-2003000605	0	3782.52	0	4030.94	1	0	0	0	200	0
-2116958143	0	3812.52	0	3991.94	1	0	0	0	200	0
-2003000605	0	3848.52	0	4130.94	1	0	0	0	200	0
-2003000605	0	3886.52	0	4100.94	1	0	0	0	200	0
-2003000605	0	3899.52	0	4007.94	1	0	0	0	200	0
-2003000605	0	3934.52	0	4058.94	1	0	0	0	200	0
-2003000605	0	3921.52	0	4155.94	1	0	0	0	200	0
-2003000605	0	3916.52	0	4121.94	1	0	0	0	200	0
1033996995	0	3948.52	0	3990.94	1	0	0	0	200	0
-384222495	0	3954.52	0	4019.94	1	0	0	0	200	0
-605100997	0	3954.52	0	4039.94	1	0	0	0	200	0
-2116958143	0	3946.52	0	4083.94	1	0	0	0	200	0
-2003000605	0	3943.52	0	4002.94	1	0	0	0	200	0
-2003000605	0	3771.52	0	4158.94	1	0	0	0	200	0
1033996995	0	3820.52	0	4141.94	1	0	0	0	200	0
-384222495	0	3826.52	0	4170.94	1	0	0	0	200	0
-605100997	0	3827.52	0	4191.94	1	0	0	0	200	0
1033996995	0	3824.52	0	4155.94	1	0	0	0	200	0
-384222495	0	3830.52	0	4184.94	1	0	0	0	200	0
1033996995	0	3869.52	0	4174.94	1	0	0	0	200	0
-384222495	0	3875.52	0	4203.94	1	0	0	0	200	0
-2003000605	0	3850.52	0	4180.94	1	0	0	0	200	0
1033996995	0	3899.52	0	4163.94	1	0	0	0	200	0
-384222495	0	3905.52	0	4192.94	1	0	0	0	200	0
-605100997	0	3906.52	0	4213.94	1	0	0	0	200	0
-605100997	0	4261.99	1.5e-005	4297.59	0.990216	0	-0.139543	0	200	0
-2003000605	0	4283.3	1.5e-005	4284.99	0.990216	0	-0.139543	0	200	0
-2003000605	0	4256.47	1.5e-005	4274.57	1	0	0	0	200	0
-2003000605	0	4294.47	1.5e-005	4243.57	1	0	0	0	200	0
1033996995	0	4233.47	1.5e-005	4262.57	1	0	0	0	200	0
-384222495	0	4239.47	1.5e-005	4291.57	1	0	0	0	200	0
-605100997	0	4240.47	1.5e-005	4312.57	1	0	0	0	200	0
-2003000605	0	4219.47	1.5e-005	4331.57	1	0	0	0	200	0
-2003000605	0	4254.47	1.5e-005	4249.57	1	0	0	0	200	0
-2003000605	0	4292.43	1.5e-005	4246	0.990216	0	-0.139543	0	200	0
1033996995	0	4286.47	1.5e-005	4327.57	1	0	0	0	200	0
-384222495	0	4234.96	1.5e-005	4279.41	0.990216	0	-0.139543	0	200	0
1033996995	0	4269.08	1.5e-005	4247.6	0.990216	0	-0.139543	0	200	0
-384222495	0	4266.83	1.5e-005	4277.13	0.990216	0	-0.139543	0	200	0
-2003000605	0	4227.54	0	4284.73	1	0	0	0	200	0
-2116958143	0	4257.54	0	4245.73	1	0	0	0	200	0
-605100997	0	4266.04	1.5e-005	3995.91	0.990216	0	-0.139543	0	200	0
-2003000605	0	4287.35	1.5e-005	3983.31	0.990216	0	-0.139543	0	200	0
-2003000605	0	4260.52	1.5e-005	3972.88	1	0	0	0	200	0
-2003000605	0	4298.52	1.5e-005	3941.88	1	0	0	0	200	0
1033996995	0	4237.52	1.5e-005	3960.88	1	0	0	0	200	0
-384222495	0	4243.52	1.5e-005	3989.88	1	0	0	0	200	0
-605100997	0	4244.52	1.5e-005	4010.88	1	0	0	0	200	0
-2003000605	0	4223.52	1.5e-005	4029.88	1	0	0	0	200	0
-2003000605	0	4258.52	1.5e-005	3947.88	1	0	0	0	200	0
-2003000605	0	4296.49	1.5e-005	3944.31	0.990216	0	-0.139543	0	200	0
1033996995	0	4290.52	1.5e-005	4025.88	1	0	0	0	200	0
-384222495	0	4239.01	1.5e-005	3977.73	0.990216	0	-0.139543	0	200	0
1033996995	0	4273.13	1.5e-005	3945.92	0.990216	0	-0.139543	0	200	0
-384222495	0	4270.88	1.5e-005	3975.45	0.990216	0	-0.139543	0	200	0
-2003000605	0	4231.6	0	3983.05	1	0	0	0	200	0
-2116958143	0	4261.6	0	3944.05	1	0	0	0	200	0
-605100997	0	4215.11	1.5e-005	4356.23	0.990216	0	-0.139543	0	200	0
-2003000605	0	4236.43	1.5e-005	4343.63	0.990216	0	-0.139543	0	200	0
-2003000605	0	4209.59	1.5e-005	4333.21	1	0	0	0	200	0
-2003000605	0	4247.59	1.5e-005	4302.21	1	0	0	0	200	0
1033996995	0	4186.59	1.5e-005	4321.21	1	0	0	0	200	0
-384222495	0	4192.59	1.5e-005	4350.21	1	0	0	0	200	0
-605100997	0	4193.59	1.5e-005	4371.21	1	0	0	0	200	0
-2003000605	0	4172.59	1.5e-005	4390.21	1	0	0	0	200	0
-2003000605	0	4207.59	1.5e-005	4308.21	1	0	0	0	200	0
-2003000605	0	4245.56	1.5e-005	4304.64	0.990216	0	-0.139543	0	200	0
