Parent	Name	Type	Data1	Data2
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	Intro	String	@kb/kb_begin_d:findbankintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	Text	String	@kb/kb_begin_d:findbank	
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	LinkBankTour	ScriptMessageButton	@kb/kb_begin_d:link_banktour	tourBank
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	Skip	String	@kb/kb_begin_d:findbankskip	
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	LinkFindCloning	LinkButton	@kb/kb_begin_d:link_findcloning	WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank	ArrivedBank	Page	@kb/kb_begin_n:arrivedbank	
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank.ArrivedBank	Text	String	@kb/kb_begin_d:arrivedbank	
WelcomeToSWG.WhereDoIBegin.Exploring.FindBank.ArrivedBank	LinkFindCloning	LinkButton	@kb/kb_begin_d:link_findcloning	WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning
WelcomeToSWG.WhereDoIBegin.Exploring	FindCloning	Page	@kb/kb_begin_n:findcloning	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	Intro	String	@kb/kb_begin_d:findcloningintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	Text	String	@kb/kb_begin_d:findcloning	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	LinkCloningTour	ScriptMessageButton	@kb/kb_begin_d:link_cloningtour	tourCloningCenter
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	Skip	String	@kb/kb_begin_d:findcloningskip	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	LinkFindHospital	LinkButton	@kb/kb_begin_d:link_findhospital	WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning	ArrivedCloning	Page	@kb/kb_begin_n:arrivedcloning	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning.ArrivedCloning	Text	String	@kb/kb_begin_d:arrivedcloning	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCloning.ArrivedCloning	LinkFindHospital	LinkButton	@kb/kb_begin_d:link_findhospital	WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital
WelcomeToSWG.WhereDoIBegin.Exploring	FindHospital	Page	@kb/kb_begin_n:findhospital	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	Intro	String	@kb/kb_begin_d:findhospitalintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	Text	String	@kb/kb_begin_d:findhospital	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	LinkHospitalTour	ScriptMessageButton	@kb/kb_begin_d:link_hospitaltour	tourHospital
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	Skip	String	@kb/kb_begin_d:findhospitalskip	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	LinkFindCantina	LinkButton	@kb/kb_begin_d:link_findcantina	WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital	ArrivedHospital	Page	@kb/kb_begin_n:arrivedhospital	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital.ArrivedHospital	Text	String	@kb/kb_begin_d:arrivedhospital	
WelcomeToSWG.WhereDoIBegin.Exploring.FindHospital.ArrivedHospital	LinkFindCantina	LinkButton	@kb/kb_begin_d:link_findcantina	WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina
WelcomeToSWG.WhereDoIBegin.Exploring	FindCantina	Page	@kb/kb_begin_n:findcantina	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	Intro	String	@kb/kb_begin_d:findcantinaintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	Text	String	@kb/kb_begin_d:findcantina	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	LinkCantinaTour	ScriptMessageButton	@kb/kb_begin_d:link_cantinatour	tourCantina
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	Skip	String	@kb/kb_begin_d:findcantinaskip	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	LinkFindSkillTrainer	LinkButton	@kb/kb_begin_d:link_findskilltrainer	WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina	ArrivedCantina	Page	@kb/kb_begin_n:arrivedcantina	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina.ArrivedCantina	Text	String	@kb/kb_begin_d:arrivedcantina	
WelcomeToSWG.WhereDoIBegin.Exploring.FindCantina.ArrivedCantina	LinkFindSkillTrainer	LinkButton	@kb/kb_begin_d:link_findskilltrainer	WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer
WelcomeToSWG.WhereDoIBegin.Exploring	FindSkillTrainer	Page	@kb/kb_begin_n:findskilltrainer	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	Intro	String	@kb/kb_begin_d:findskilltrainerintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	Text	String	@kb/kb_begin_d:findskilltrainer	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	LinkSkillTrainerTour	ScriptMessageButton	@kb/kb_begin_d:link_skilltrainertour	tourSkillTrainer
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	Skip	String	@kb/kb_begin_d:findskilltrainerskip	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	LinkFinishTour	LinkButton	@kb/kb_begin_d:link_finishtour	WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer	ArrivedSkillTrainer	Page	@kb/kb_begin_n:arrivedskilltrainer	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer.ArrivedSkillTrainer	Text	String	@kb/kb_begin_d:arrivedskilltrainer	
WelcomeToSWG.WhereDoIBegin.Exploring.FindSkillTrainer.ArrivedSkillTrainer	LinkFinishTour	LinkButton	@kb/kb_begin_d:link_finishtour	WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour
WelcomeToSWG.WhereDoIBegin.Exploring	FinishTour	Page	@kb/kb_begin_n:finishtour	
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	Intro	String	@kb/kb_begin_d:finishtourintro	
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	Find	String	@kb/kb_begin_d:finishtourfind	
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	PlanetMap	String	@kb/kb_begin_d:finishtourplanetmap	
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	LinkPlanetMapDetails	LinkButton	@kb/kb_begin_d:link_planetmapdetails	Navigation.PlanetaryMap
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	Text	String	@kb/kb_begin_d:finishtourprofessions	
WelcomeToSWG.WhereDoIBegin.Exploring.FinishTour	LinkProfessions	ScriptMessageButton	@kb/kb_begin_d:link_professions	openHolocronToProfession
WelcomeToSWG.WhereDoIBegin	Professions	Page	@kb/kb_begin_n:professions	
WelcomeToSWG.WhereDoIBegin.Professions	Text	String	@kb/kb_begin_d:professions	
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingArtisan	LinkButton	@kb/kb_begin_d:link_playingartisan	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingEntertainer	LinkButton	@kb/kb_begin_d:link_playingentertainer	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingMedic	LinkButton	@kb/kb_begin_d:link_playingmedic	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingBrawler	LinkButton	@kb/kb_begin_d:link_playingbrawler	WelcomeToSWG.WhereDoIBegin.Professions.PlayingBrawler
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingMarksman	LinkButton	@kb/kb_begin_d:link_playingmarksman	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMarksman
WelcomeToSWG.WhereDoIBegin.Professions	LinkPlayingScout	LinkButton	@kb/kb_begin_d:link_playingscout	WelcomeToSWG.WhereDoIBegin.Professions.PlayingScout
WelcomeToSWG.WhereDoIBegin.Professions	PlayingArtisan	Page	@kb/kb_begin_n:playingartisan	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	Text	String	@kb/kb_begin_d:playingartisan	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_artisandraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	DraftSchematics	Page	@kb/kb_begin_n:artisandraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.DraftSchematics	Text	String	@kb/kb_begin_d:artisandraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.DraftSchematics	LinkResources	LinkButton	@kb/kb_begin_d:link_artisanresources	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	Resources	Page	@kb/kb_begin_n:artisanresources	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources	Text	String	@kb/kb_begin_d:artisanresources	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources	LinkSurveyMission	LinkButton	@kb/kb_begin_d:link_artisansurveymission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources.Survey
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources	Skip	String	@kb/kb_begin_d:artisanresourcesskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources	LinkCrafting	LinkButton	@kb/kb_begin_d:link_artisancrafting	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources	Survey	Page	@kb/kb_begin_n:artisansurveymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources.Survey	Text	String	@kb/kb_begin_d:artisansurveymission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Resources.Survey	LinkCrafting	LinkButton	@kb/kb_begin_d:link_artisancrafting	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	Crafting	Page	@kb/kb_begin_n:artisancrafting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting	Text	String	@kb/kb_begin_d:artisancrafting	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting	LinkCraftingDetails	LinkButton	@kb/kb_begin_d:link_artisancraftingdetails	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting	Finish	String	@kb/kb_begin_d:artisancraftingfinish	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Crafting	LinkExperience	LinkButton	@kb/kb_begin_d:link_artisanexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	Experience	Page	@kb/kb_begin_n:artisanexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Experience	Text	String	@kb/kb_begin_d:artisanexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_artisandisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	Disciplines	Page	@kb/kb_begin_n:artisandisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Disciplines	Text	String	@kb/kb_begin_d:artisandisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_artisanfromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan	FromHere	Page	@kb/kb_begin_n:artisanfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.FromHere	Text	String	@kb/kb_begin_d:artisanfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingArtisan.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin.Professions	PlayingEntertainer	Page	@kb/kb_begin_n:playingentertainer	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Text	String	@kb/kb_begin_d:playingentertainer	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	LinkInstruments	LinkButton	@kb/kb_begin_d:link_entertainerinstruments	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Instruments	Page	@kb/kb_begin_n:entertainerinstruments	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments	Text	String	@kb/kb_begin_d:entertainerinstruments	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments	LinkGigMission	LinkButton	@kb/kb_begin_d:link_entertainergigmission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments	Skip	String	@kb/kb_begin_d:entertainerinstrumentsskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments	LinkWounds	LinkButton	@kb/kb_begin_d:link_entertainerwounds	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Wounds
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments	Gig	Page	@kb/kb_begin_n:entertainergigmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	Text	String	@kb/kb_begin_d:entertainergigmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	LinkSampleDanceGig	ScriptMessageButton	@kb/kb_begin_d:link_entertainerdancegig	missionEntertainerDanceGig
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	LinkSampleMusicGig	ScriptMessageButton	@kb/kb_begin_d:link_entertainermusicgig	missionEntertainerMusicGig
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	Skip	String	@kb/kb_begin_d:entertainergigskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	LinkWounds	LinkButton	@kb/kb_begin_d:link_entertainerwounds	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Wounds
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig	Complete	Page	@kb/kb_begin_n:entertainergigcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig.Complete	Text	String	@kb/kb_begin_d:entertainergigcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Instruments.Gig.Complete	LinkWounds	LinkButton	@kb/kb_begin_d:link_entertainerwounds	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Wounds
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Wounds	Page	@kb/kb_begin_n:entertainerwounds	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Wounds	Text	String	@kb/kb_begin_d:entertainerwounds	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Wounds	LinkCantinas	LinkButton	@kb/kb_begin_d:link_entertainercantinas	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Cantinas
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Cantinas	Page	@kb/kb_begin_n:entertainercantinas	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Cantinas	Text	String	@kb/kb_begin_d:entertainercantinas	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Cantinas	LinkExperience	LinkButton	@kb/kb_begin_d:link_entertainerexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Experience	Page	@kb/kb_begin_n:entertainerexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Experience	Text	String	@kb/kb_begin_d:entertainerexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Experience	LinkDisciplines	LinkButton	@kb/kb_begin_d:link_entertainerdisciplines	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Disciplines
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	Disciplines	Page	@kb/kb_begin_n:entertainerdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Disciplines	Text	String	@kb/kb_begin_d:entertainerdisciplines	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.Disciplines	LinkFromHere	LinkButton	@kb/kb_begin_d:link_entertainerfromhere	WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.FromHere
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer	FromHere	Page	@kb/kb_begin_n:entertainerfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.FromHere	Text	String	@kb/kb_begin_d:entertainerfromhere	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingEntertainer.FromHere	LinkThingsToDo	LinkButton	@kb/kb_begin_d:link_thingstodo	WelcomeToSWG.WhereDoIBegin.ThingsToDo
WelcomeToSWG.WhereDoIBegin.Professions	PlayingMedic	Page	@kb/kb_begin_n:playingmedic	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Text	String	@kb/kb_begin_d:playingmedic	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	LinkDamage	LinkButton	@kb/kb_begin_d:link_medicdamage	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Damage
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Damage	Page	@kb/kb_begin_n:medicdamage	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Damage	Text	String	@kb/kb_begin_d:medicdamage	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Damage	LinkStimpacks	LinkButton	@kb/kb_begin_d:link_medicstimpacks	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Stimpacks	Page	@kb/kb_begin_n:medicstimpacks	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks	Text	String	@kb/kb_begin_d:medicstimpacks	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks	LinkHealMission	LinkButton	@kb/kb_begin_d:link_medichealmission	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks	Skip	String	@kb/kb_begin_d:medicstimpacksskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_medicdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks	Heal	Page	@kb/kb_begin_n:medichealmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal	Text	String	@kb/kb_begin_d:medichealmission	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal	LinkSampleHeal	ScriptMessageButton	@kb/kb_begin_d:link_medicsamplehealmission	missionMedicHeal
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal	Skip	String	@kb/kb_begin_d:medichealmissionskip	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_medicdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal	Complete	Page	@kb/kb_begin_n:medichealcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal.Complete	Text	String	@kb/kb_begin_d:medichealcomplete	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Stimpacks.Heal.Complete	LinkDraftSchematics	LinkButton	@kb/kb_begin_d:link_medicdraftschematics	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.DraftSchematics
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	DraftSchematics	Page	@kb/kb_begin_n:medicdraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.DraftSchematics	Text	String	@kb/kb_begin_d:medicdraftschematics	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.DraftSchematics	LinkForaging	LinkButton	@kb/kb_begin_d:link_medicforaging	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Foraging
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Foraging	Page	@kb/kb_begin_n:medicforaging	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Foraging	Text	String	@kb/kb_begin_d:medicforaging	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Foraging	LinkHospitals	LinkButton	@kb/kb_begin_d:link_medichospitals	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Hospitals
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Hospitals	Page	@kb/kb_begin_n:medichospitals	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Hospitals	Text	String	@kb/kb_begin_d:medichospitals	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Hospitals	LinkExperience	LinkButton	@kb/kb_begin_d:link_medicexperience	WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Experience
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic	Experience	Page	@kb/kb_begin_n:medicexperience	
WelcomeToSWG.WhereDoIBegin.Professions.PlayingMedic.Experience	Text	String	@kb/kb_begin_d:medicexperience	
