component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
eng_qualdex_igt		starviper_s01:engine1																		
eng_ubrikkian_n2		starviper_s01:engine1																		
eng_kuat_tc40		starviper_s01:engine1																		
eng_cygnus_hd7		starviper_s01:engine1																		
eng_incom_e16		starviper_s01:engine1																		
eng_surronian_a2		starviper_s01:engine1																		
eng_surronian_a25		starviper_s01:engine1																		
eng_kongar_defender		starviper_s01:engine1																		
eng_seinar_ps56		starviper_s01:engine1																		
eng_kuat_a9x		starviper_s01:engine1																		
eng_nubian_221		starviper_s01:engine1																		
eng_nubian_221_racing_mod		starviper_s01:engine1																		
wpn_experimental_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_experimental_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_experimental_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_advanced_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_advanced_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_advanced_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_heavy_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_heavy_ioncannon													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_heavy_disruptor													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_light_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_medium_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_medium_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_medium_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
bst_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk5								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
eng_mk1		starviper_s01:engine1																		
eng_mk2		starviper_s01:engine1																		
eng_mk3		starviper_s01:engine1																		
eng_mk4		starviper_s01:engine1																		
eng_mk5		starviper_s01:engine1																		
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x8								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_accelerator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_accelerator_mk2								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_pulsar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_quasar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_pulsar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_quasar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_slayn_ion_booster_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_gallofree_light								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sfs_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_freitek_outrunner_x1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_special_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_enhanced_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_tuned_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_experimental_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_limited_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_prized_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_performance_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_performance_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
eng_novaldex_light_eventhorizon		starviper_s01:engine1																		
eng_qualdex_small_kyromaster		starviper_s01:engine1																		
eng_koensayr_small_ionjet		starviper_s01:engine1																		
eng_kse_a2x		starviper_s01:engine1																		
eng_moncal_light		starviper_s01:engine1																		
eng_corellian_cruiser_grade_mk1		starviper_s01:engine1																		
eng_subpro_light_engines		starviper_s01:engine1																		
eng_sorosuub_l_337_ion_engine		starviper_s01:engine1																		
eng_mandal_x37_vandal		starviper_s01:engine1																		
eng_haor_chall_old_engine		starviper_s01:engine1																		
eng_sfs_imperial_1		starviper_s01:engine1																		
eng_sds_imperial_1		starviper_s01:engine1																		
eng_cygnus_hd3		starviper_s01:engine1																		
eng_incom_light_fusialthrust		starviper_s01:engine1																		
eng_gallofree_jx2		starviper_s01:engine1																		
eng_koensayr_tuned_small_ionjet		starviper_s01:engine1																		
eng_kse_improved_a2x		starviper_s01:engine1																		
eng_moncal_enhanced_light		starviper_s01:engine1																		
eng_corellian_deluxe_cruiser_grade_mk1		starviper_s01:engine1																		
eng_sorosuub_tuned_l_337_ion_engine		starviper_s01:engine1																		
eng_sfs_performance_imperial_1		starviper_s01:engine1																		
eng_sds_limited_imperial_1		starviper_s01:engine1																		
eng_cygnus_hd_5		starviper_s01:engine1																		
eng_gallofree_jx3		starviper_s01:engine1																		
eng_novaldex_eventhorizon		starviper_s01:engine1																		
eng_surronian_a2		starviper_s01:engine1																		
wpn_incom_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_koensayr_light_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sfs_imperial_blaster_1													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_sds_imperial_blaster_1													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_mandal_mangler_mk1													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_subpro_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_slayn_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_cygnus_destroyer_mk1													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_kse_light_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_corellian_cruiser_grade_blaster_mk1													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_awing_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_bwing_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_z95_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_tieadvanced_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_incom_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_incom_shredder													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_seinar_linked_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_ion_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_seinar_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_koensayr_tuned_light_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_slayn_deluxe_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_subpro_improved_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_mandal_enhanced_mangler_mk1													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
wpn_moncal_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1,xwing_weapon1_neg_s05_0:weapon1_neg1							
eng_sfs_tuned_imperial_2		starviper_s01:engine1																		
eng_moncal_charged_standard		starviper_s01:engine1																		
eng_koensayr_enhanced_dual_small_ionjet		starviper_s01:engine1																		
eng_corellian_cruiser_grade_mk2		starviper_s01:engine1																		
eng_moncal_standard		starviper_s01:engine1																		
eng_kse_a5x		starviper_s01:engine1																		
eng_sfs_imperial_2		starviper_s01:engine1																		
eng_sorosuub_u83r_ion_drive		starviper_s01:engine1																		
eng_koensayr_dual_small_ionjet		starviper_s01:engine1																		
eng_rss_imperial_skyrunner		starviper_s01:engine1																		
eng_mandal_x57_vandal		starviper_s01:engine1																		
bst_sfs_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sds_enhanced_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_rss_special								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kde_br12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
wpn_sfs_improved_imperial_blaster_2													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_super_mangler													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sfs_imperial_blaster_2													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_kse_double_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_incom_tt8													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_hk_scorcher													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_freitek_cannoneer_mk1													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_kdy_pounder_mk1													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_subpro_tricannon													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_cygnus_destroyer_mk2													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_rendili_fr9_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_subpro_modified_tricannon													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_qv3_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_koensayr_ion_accelerator													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_haor_chall_speedblaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_koensayr_deluxe_ion_accelerator													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
eng_incom_heavy_fusialthrust		starviper_s01:engine1																		
eng_sfs_imperial_3		starviper_s01:engine1																		
eng_qualdex_a13		starviper_s01:engine1																		
eng_moncal_heavy		starviper_s01:engine1																		
eng_mandal_enhanced_heavy		starviper_s01:engine1																		
eng_sfs_modified_imperial_3		starviper_s01:engine1																		
eng_rendili_demon_mk1		starviper_s01:engine1																		
eng_moncal_improved_heavy		starviper_s01:engine1																		
eng_novaldex_x6		starviper_s01:engine1																		
eng_kse_a7x		starviper_s01:engine1																		
eng_mandal_heavy		starviper_s01:engine1																		
eng_rss_imperial_skyrunner_2		starviper_s01:engine1																		
eng_incom_advanced_fusialthrust		starviper_s01:engine1																		
eng_kse_a8x		starviper_s01:engine1																		
eng_cygnus_hd8		starviper_s01:engine1																		
eng_sds_imperial_2		starviper_s01:engine1																		
wpn_sfs_imperial_blaster_3													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sfs_imperial_blaster_4													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_rendili_sc3_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_annilhator_mk1													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_incom_advanced_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_armek_sw6													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_koensayr_ion_accelerator_2													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_koensayr_ion_accelerator_3													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_hk_scorcher_2													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_hk_scorcher_3													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_taim_ix5													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_qv5_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_subpro_advanced_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_sds_imperial_blaster_2													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_incom_tt13													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_rss_imperial_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_rendili_fr13_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_launcher_concussion_mk1																				
wpn_launcher_concussion_mk2																				
wpn_launcher_concussion_mk3																				
wpn_launcher_imagerec_mk1																				
wpn_launcher_imagerec_mk2																				
wpn_launcher_proton_mk1																				
wpn_launcher_proton_mk2																				
wpn_launcher_proton_mk3																				
wpn_launcher_proton_mk4																				
wpn_launcher_seismic_mk1																				
wpn_launcher_seismic_mk2																				
wpn_launcher_seismic_mk3																				
wpn_launcher_spacebomb_mk1																				
wpn_launcher_spacebomb_mk2																				
eng_mandal_firestorm		starviper_s01:engine1																		
eng_kse_advanced		starviper_s01:engine1																		
eng_qualdex_b10		starviper_s01:engine1																		
eng_gallofree_advanced		starviper_s01:engine1																		
eng_koensayr_elite		starviper_s01:engine1																		
eng_incom_advanced		starviper_s01:engine1																		
eng_mandal_firestorm_2		starviper_s01:engine1																		
eng_sfs_imperial_4		starviper_s01:engine1																		
eng_sfs_imperial_5		starviper_s01:engine1																		
eng_qualdex_advanced		starviper_s01:engine1																		
eng_rss_elite		starviper_s01:engine1																		
eng_qualdex_elite		starviper_s01:engine1																		
eng_mandal_elite		starviper_s01:engine1																		
eng_incom_fusialthrust_2		starviper_s01:engine1																		
eng_mandal_advanced		starviper_s01:engine1																		
eng_cygnus_hdx		starviper_s01:engine1																		
eng_kse_elite		starviper_s01:engine1																		
eng_sfs_elite		starviper_s01:engine1																		
eng_sfs_advanced		starviper_s01:engine1																		
eng_rss_imperial_skyrunner_3		starviper_s01:engine1																		
eng_koensayr_advanced		starviper_s01:engine1																		
eng_rss_imperial_skyrunner_4		starviper_s01:engine1																		
eng_novaldex_x7		starviper_s01:engine1																		
eng_incom_elite		starviper_s01:engine1																		
eng_novaldex_x9		starviper_s01:engine1																		
eng_incom_improved_fusialthrust_2		starviper_s01:engine1																		
eng_freitek_dual_jet		starviper_s01:engine1																		
eng_moncal_ifs64		starviper_s01:engine1																		
eng_rss_advanced		starviper_s01:engine1																		
eng_rendili_elite		starviper_s01:engine1																		
eng_koensayr_heavy_ionjet		starviper_s01:engine1																		
eng_novaldex_advanced		starviper_s01:engine1																		
eng_moncal_ifs32		starviper_s01:engine1																		
wpn_mandal_elite_annihilator													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_rendili_advanced													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sds_heavy_imperial_spc_forces_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_sds_imperial_special_forces_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_taim_kx8													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_incom_heavy_quad_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_hk_modified_scorcher_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sds_modified_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_hk_scorcher_heavy													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_cygnus_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sds_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_armek_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_armek_sw8													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_rendili_sc8_disruptor													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_heavy_annihilator													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_cygnus_eradicator_1													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sfs_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_mandal_annihilator_mk2													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_subpro_tripleblaster_mark3													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_koensayr_ion_accelerator_advanced													xwing_weapon1_pos_s06_0:weapon1_pos1,xwing_weapon1_neg_s06_0:weapon1_neg1							
wpn_mandal_advanced_annihilator													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_hk_scorcher_advanced													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_taim_elite													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
wpn_sfs_imperial_special_forces_blaster													bwing_weapon3_s02:weaponmount1,bwing_weapon3_s02:weaponmount2							
