component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
wpn_incom_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_shredder													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_subpro_tripleblaster_mark2													xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
wpn_incom_quad_blaster													xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
wpn_taim_ix4													xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_kx5													xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_kx9													xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_heavy_laser													xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
eng_novaldex_singularity		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_qualdex_a10		z95_engine_s01:engine1																		
eng_novaldex_x12		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_koensayr_ionjet		z95_engine_s01:engine1																		
eng_damorian_rx7		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_kuat_f31		z95_engine_s01:engine1																		
eng_qualdex_igt		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_ubrikkian_n2		z95_engine_s01:engine1																		
eng_kuat_tc40		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_cygnus_hd7		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_incom_e16		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_surronian_a2		z95_engine_s01:engine1																		
eng_surronian_a25		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_kongar_defender		z95_engine_s01:engine1																		
eng_seinar_ps56		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_kuat_a9x		z95_engine_s01:engine1																		
eng_nubian_221		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_nubian_221_racing_mod		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
wpn_experimental_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_experimental_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_experimental_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_advanced_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_advanced_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_advanced_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_heavy_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_ioncannon													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_disruptor													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_light_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_medium_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_medium_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_medium_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
bst_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk5								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
eng_mk1		z95_engine_s01:engine1																		
eng_mk2		z95_engine_s01:engine1																		
eng_mk3		z95_engine_s01:engine1																		
eng_mk4		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
eng_mk5		xwing_engine_pos_s02:engine_pos1,xwing_engine_neg_s02:engine_neg1																		
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x8								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_accelerator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_accelerator_mk2								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_pulsar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_quasar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_pulsar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_quasar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_slayn_ion_booster_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_gallofree_light								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sfs_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_freitek_outrunner_x1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_special_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_enhanced_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_tuned_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_experimental_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_limited_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_prized_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_performance_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_performance_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
eng_novaldex_light_eventhorizon		z95_engine_s01:engine1																		
eng_qualdex_small_kyromaster		z95_engine_s01:engine1																		
eng_koensayr_small_ionjet		z95_engine_s01:engine1																		
eng_kse_a2x		z95_engine_s01:engine1																		
eng_moncal_light		z95_engine_s01:engine1																		
eng_corellian_cruiser_grade_mk1		z95_engine_s01:engine1																		
eng_subpro_light_engines		z95_engine_s01:engine1																		
eng_sorosuub_l_337_ion_engine		z95_engine_s01:engine1																		
eng_mandal_x37_vandal		z95_engine_s01:engine1																		
eng_haor_chall_old_engine		z95_engine_s01:engine1																		
eng_sfs_imperial_1		z95_engine_s01:engine1																		
eng_sds_imperial_1		z95_engine_s01:engine1																		
eng_cygnus_hd3		z95_engine_s01:engine1																		
eng_incom_light_fusialthrust		z95_engine_s01:engine1																		
eng_gallofree_jx2		z95_engine_s01:engine1																		
eng_koensayr_tuned_small_ionjet		z95_engine_s01:engine1																		
eng_kse_improved_a2x		z95_engine_s01:engine1																		
eng_moncal_enhanced_light		z95_engine_s01:engine1																		
eng_corellian_deluxe_cruiser_grade_mk1		z95_engine_s01:engine1																		
eng_sorosuub_tuned_l_337_ion_engine		z95_engine_s01:engine1																		
eng_sfs_performance_imperial_1		z95_engine_s01:engine1																		
eng_sds_limited_imperial_1		z95_engine_s01:engine1																		
eng_cygnus_hd_5		z95_engine_s01:engine1																		
eng_gallofree_jx3		z95_engine_s01:engine1																		
eng_novaldex_eventhorizon		z95_engine_s01:engine1																		
eng_surronian_a2		z95_engine_s01:engine1																		
wpn_incom_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_koensayr_light_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_1													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_sds_imperial_blaster_1													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_mandal_mangler_mk1													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_slayn_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_cygnus_destroyer_mk1													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_kse_light_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_corellian_cruiser_grade_blaster_mk1													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_awing_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_bwing_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_z95_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_tieadvanced_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_incom_shredder													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_seinar_linked_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ion_cannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_tuned_light_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_slayn_deluxe_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_subpro_improved_light_ioncannon													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mandal_enhanced_mangler_mk1													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_moncal_light_blaster													xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
eng_sfs_tuned_imperial_2		z95_engine_s01:engine1																		
eng_moncal_charged_standard		z95_engine_s01:engine1																		
eng_koensayr_enhanced_dual_small_ionjet		z95_engine_s01:engine1																		
eng_corellian_cruiser_grade_mk2		z95_engine_s01:engine1																		
eng_moncal_standard		z95_engine_s01:engine1																		
eng_kse_a5x		z95_engine_s01:engine1																		
eng_sfs_imperial_2		z95_engine_s01:engine1																		
eng_sorosuub_u83r_ion_drive		z95_engine_s01:engine1																		
eng_koensayr_dual_small_ionjet		z95_engine_s01:engine1																		
eng_rss_imperial_skyrunner		z95_engine_s01:engine1																		
eng_mandal_x57_vandal		z95_engine_s01:engine1																		
bst_sfs_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sds_enhanced_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_rss_special								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kde_br12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
wpn_sfs_improved_imperial_blaster_2													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_super_mangler													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_2													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_kse_double_blaster													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_tt8													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_freitek_cannoneer_mk1													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_kdy_pounder_mk1													xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_subpro_tricannon													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_destroyer_mk2													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_fr9_disruptor													z95_weapon_s01:weapon1	xwing_weapon1_neg_s01_0:weapon1_neg1	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
