component	engine	booster	weapon_0	weapon_1
bst_kse_bti3		ywing_booster_s01:booster1		
bst_kse_cb6		ywing_booster_s01:booster1		
bst_kse_deluxe_bti3		ywing_booster_s01:booster1		
bst_kse_elite_als_1		ywing_booster_s01:booster1		
bst_kse_enhanced_bti2		ywing_booster_s01:booster1		
bst_kse_performance_bti1		ywing_booster_s01:booster1		
bst_kse_performance_cb6		ywing_booster_s01:booster1		
bst_kuat_military_mk1		ywing_booster_s02:booster1		
bst_kuat_military_mk2		ywing_booster_s02:booster1		
bst_kuat_military_mk3		ywing_booster_s01:booster1		
bst_kuat_military_mk4		ywing_booster_s02:booster1		
bst_mandal_deluxe_jbj_mk4		ywing_booster_s01:booster1		
bst_mandal_enhanced_jbj_mk1		ywing_booster_s01:booster1		
bst_mandal_improved_jbj_mk3		ywing_booster_s01:booster1		
bst_mandal_jbj_mk1		ywing_booster_s01:booster1		
bst_mandal_jbj_mk2		ywing_booster_s01:booster1		
bst_mandal_jbj_mk3		ywing_booster_s01:booster1		
bst_mandal_jbj_mk4		ywing_booster_s01:booster1		
bst_mandal_jbj_mk5		ywing_booster_s01:booster1		
bst_mandal_limited_jbj_mk5		ywing_booster_s01:booster1		
bst_mandal_modified_jbj_mk2		ywing_booster_s01:booster1		
bst_mission_reward_imperial_rss_ion_booster		ywing_booster_s02:booster1		
bst_mission_reward_neutral_mandal_m_series		ywing_booster_s02:booster1		
bst_mission_reward_neutral_mandal_q_series		ywing_booster_s02:booster1		
bst_mission_reward_rebel_novaldex_hypernova		ywing_booster_s02:booster1		
bst_mission_reward_rebel_qualdex_halcyon		ywing_booster_s02:booster1		
bst_mk1		ywing_booster_s01:booster1		
bst_mk2		ywing_booster_s01:booster1		
bst_mk3		ywing_booster_s02:booster1		
bst_mk4		ywing_booster_s02:booster1		
bst_mk5		ywing_booster_s02:booster1		
bst_moncal_advanced		ywing_booster_s01:booster1		
bst_moncal_charged_heavy		ywing_booster_s01:booster1		
bst_moncal_deluxe_standard		ywing_booster_s01:booster1		
bst_moncal_elite		ywing_booster_s01:booster1		
bst_moncal_enhanced_elite		ywing_booster_s01:booster1		
bst_moncal_heavy		ywing_booster_s01:booster1		
bst_moncal_jlc37		ywing_booster_s01:booster1		
bst_moncal_limited_jlc37		ywing_booster_s01:booster1		
bst_moncal_rare_advanced		ywing_booster_s01:booster1		
bst_moncal_standard		ywing_booster_s01:booster1		
bst_nova_breaker		ywing_booster_s01:booster1		
bst_novaldex_pulsar		ywing_booster_s01:booster1		
bst_novaldex_pulsar_advanced		ywing_booster_s01:booster1		
bst_novaldex_quasar		ywing_booster_s01:booster1		
bst_novaldex_quasar_advanced		ywing_booster_s01:booster1		
bst_qualdex_xboost_mk1		ywing_booster_s01:booster1		
bst_qualdex_xboost_mk2		ywing_booster_s01:booster1		
bst_qualdex_xboost_mk3		ywing_booster_s01:booster1		
bst_qualdex_xboost_mk4		ywing_booster_s01:booster1		
bst_reward_incom_elite		ywing_booster_s01:booster1		
bst_reward_koensayr_elite		ywing_booster_s01:booster1		
bst_reward_kuat_elite		ywing_booster_s01:booster1		
bst_reward_novaldex_elite		ywing_booster_s01:booster1		
bst_reward_qualdex_elite		ywing_booster_s01:booster1		
bst_rss_special		ywing_booster_s01:booster1		
bst_sap_imperial_1		ywing_booster_s01:booster1		
bst_sap_imperial_2		ywing_booster_s01:booster1		
bst_sds_enhanced_imperial_2		ywing_booster_s01:booster1		
bst_sfs_imperial_1		ywing_booster_s01:booster1		
bst_sfs_imperial_2		ywing_booster_s01:booster1		
bst_slayn_ion_booster_mk1		ywing_booster_s01:booster1		
bst_sorosuub_enhanced_liberator_mk4		ywing_booster_s01:booster1		
bst_sorosuub_improved_liberator_mk2		ywing_booster_s01:booster1		
bst_sorosuub_liberator_mk1		ywing_booster_s01:booster1		
bst_sorosuub_liberator_mk2		ywing_booster_s01:booster1		
bst_sorosuub_liberator_mk3		ywing_booster_s01:booster1		
bst_sorosuub_liberator_mk4		ywing_booster_s01:booster1		
bst_sorosuub_liberator_mk5		ywing_booster_s01:booster1		
bst_sorosuub_prized_liberator_mk1		ywing_booster_s01:booster1		
bst_sorosuub_supercharged_liberator_mk3		ywing_booster_s01:booster1		
bst_sorosuub_well_tuned_liberator_mk5		ywing_booster_s01:booster1		
bst_subpro_accelatron_mk1		ywing_booster_s01:booster1		
bst_subpro_accelatron_mk2		ywing_booster_s01:booster1		
bst_subpro_accelatron_mk3		ywing_booster_s01:booster1		
bst_subpro_accelatron_mk4		ywing_booster_s01:booster1		
bst_subpro_accelatron_mk5		ywing_booster_s01:booster1		
bst_subpro_deluxe_accelatron_mk3		ywing_booster_s01:booster1		
bst_subpro_elite_accelatron_mk5		ywing_booster_s01:booster1		
bst_subpro_enhanced_accelatron_mk2		ywing_booster_s01:booster1		
bst_subpro_modified_accelatron_mk4		ywing_booster_s01:booster1		
bst_subpro_tuned_accelatron_mk1		ywing_booster_s01:booster1		
bst_surronian_accelerator_mk1		ywing_booster_s01:booster1		
bst_surronian_accelerator_mk2		ywing_booster_s01:booster1		
bst_surronian_nomad_x4		ywing_booster_s01:booster1		
bst_surronian_nomad_x8		ywing_booster_s01:booster1		
bst_tiefighter_basic		ywing_booster_s02:booster1		
bst_xwing_booster_s01		ywing_booster_s01:booster1		
bst_z95_basic		ywing_booster_s01:booster1		
eng_bezelbok_kessel_runner	ywing_engine_s02:engine1			
eng_corellian_cruiser_grade_mk1	skipray_engine_s01:engine1			
eng_corellian_cruiser_grade_mk2	skipray_engine_s01:engine1			
eng_corellian_deluxe_cruiser_grade_mk1	skipray_engine_s01:engine1			
eng_crafted_incom_fusialthrust	skipray_engine_s01:engine1			
eng_crafted_novaldex_eventhorizon	ywing_engine_s02:engine1			
eng_crafted_qualdex_kyromaster	ywing_engine_s02:engine1			
eng_cygnus_hd3	skipray_engine_s01:engine1			
eng_cygnus_hd7	skipray_engine_s01:engine1			
eng_cygnus_hd8	skipray_engine_s01:engine1			
eng_cygnus_hd_5	skipray_engine_s01:engine1			
eng_cygnus_hdx	skipray_engine_s01:engine1			
eng_damorian_rx7	skipray_engine_s01:engine1			
eng_freitek_dual_jet	skipray_engine_s01:engine1			
eng_gallofree_advanced	skipray_engine_s01:engine1			
eng_gallofree_jx2	skipray_engine_s01:engine1			
eng_gallofree_jx3	skipray_engine_s01:engine1			
eng_generic	skipray_engine_s01:engine1			
eng_h17_singularity	ywing_engine_s02:engine1			
eng_haor_chall_old_engine	skipray_engine_s01:engine1			
eng_incom_advanced	skipray_engine_s01:engine1			
eng_incom_advanced_fusialthrust	skipray_engine_s01:engine1			
eng_incom_e16	skipray_engine_s01:engine1			
eng_incom_elite	skipray_engine_s01:engine1			
eng_incom_fusialthrust	skipray_engine_s01:engine1			
eng_incom_fusialthrust_2	skipray_engine_s01:engine1			
eng_incom_heavy_fusialthrust	skipray_engine_s01:engine1			
eng_incom_improved_fusialthrust_2	skipray_engine_s01:engine1			
eng_incom_light_fusialthrust	skipray_engine_s01:engine1			
eng_koensayr_advanced	skipray_engine_s01:engine1			
eng_koensayr_dual_small_ionjet	skipray_engine_s01:engine1			
eng_koensayr_elite	skipray_engine_s01:engine1			
eng_koensayr_enhanced_dual_small_ionjet	skipray_engine_s01:engine1			
eng_koensayr_heavy_ionjet	skipray_engine_s01:engine1			
eng_koensayr_ionjet	skipray_engine_s01:engine1			
eng_koensayr_small_ionjet	skipray_engine_s01:engine1			
eng_koensayr_tuned_small_ionjet	skipray_engine_s01:engine1			
eng_kongar_defender	skipray_engine_s01:engine1			
eng_kse_a2x	skipray_engine_s01:engine1			
eng_kse_a5x	skipray_engine_s01:engine1			
eng_kse_a7x	skipray_engine_s01:engine1			
eng_kse_a8x	skipray_engine_s01:engine1			
eng_kse_advanced	skipray_engine_s01:engine1			
eng_kse_elite	skipray_engine_s01:engine1			
eng_kse_improved_a2x	skipray_engine_s01:engine1			
eng_kuat_a9x	skipray_engine_s01:engine1			
eng_kuat_f31	skipray_engine_s01:engine1			
eng_kuat_tc40	skipray_engine_s01:engine1			
eng_mandal_advanced	skipray_engine_s01:engine1			
eng_mandal_elite	skipray_engine_s01:engine1			
eng_mandal_enhanced_heavy	skipray_engine_s01:engine1			
eng_mandal_firestorm	skipray_engine_s01:engine1			
eng_mandal_firestorm_2	skipray_engine_s01:engine1			
eng_mandal_heavy	skipray_engine_s01:engine1			
eng_mandal_x37_vandal	skipray_engine_s01:engine1			
eng_mandal_x57_vandal	skipray_engine_s01:engine1			
eng_mission_reward_imperial_cygnus_megadrive	ywing_engine_s02:engine1			
eng_mission_reward_neutral_haor_chall_military	ywing_engine_s02:engine1			
eng_mission_reward_neutral_mandal_inferno	ywing_engine_s02:engine1			
eng_mission_reward_rebel_incom_military	ywing_engine_s02:engine1			
eng_mk1	skipray_engine_s01:engine1			
eng_mk2	skipray_engine_s01:engine1			
eng_mk3	ywing_engine_s02:engine1			
eng_mk4	ywing_engine_s02:engine1			
eng_mk5	ywing_engine_s02:engine1			
eng_moncal_charged_standard	skipray_engine_s01:engine1			
eng_moncal_enhanced_light	skipray_engine_s01:engine1			
eng_moncal_heavy	skipray_engine_s01:engine1			
eng_moncal_ifs32	skipray_engine_s01:engine1			
eng_moncal_ifs64	skipray_engine_s01:engine1			
eng_moncal_improved_heavy	skipray_engine_s01:engine1			
eng_moncal_light	skipray_engine_s01:engine1			
eng_moncal_standard	skipray_engine_s01:engine1			
eng_novaldex_advanced	skipray_engine_s01:engine1			
eng_novaldex_eventhorizon	ywing_engine_s02:engine1			
eng_novaldex_light_eventhorizon	skipray_engine_s01:engine1			
eng_novaldex_singularity	ywing_engine_s02:engine1			
eng_novaldex_x12	ywing_engine_s02:engine1			
eng_novaldex_x6	skipray_engine_s01:engine1			
eng_novaldex_x7	skipray_engine_s01:engine1			
eng_novaldex_x9	skipray_engine_s01:engine1			
eng_nubian_221	skipray_engine_s01:engine1			
eng_nubian_221_racing_mod	skipray_engine_s01:engine1			
eng_prototype	ywing_engine_s02:engine1			
eng_qualdex_a10	ywing_engine_s02:engine1			
eng_qualdex_a13	skipray_engine_s01:engine1			
eng_qualdex_advanced	skipray_engine_s01:engine1			
eng_qualdex_b10	skipray_engine_s01:engine1			
eng_qualdex_elite	skipray_engine_s01:engine1			
eng_qualdex_igt	ywing_engine_s02:engine1			
eng_qualdex_kyromaster	ywing_engine_s02:engine1			
eng_qualdex_small_kyromaster	skipray_engine_s01:engine1			
eng_quantum_ion_drive	ywing_engine_s02:engine1			
eng_rendili_demon_mk1	skipray_engine_s01:engine1			
eng_rendili_elite	skipray_engine_s01:engine1			
eng_rss_advanced	skipray_engine_s01:engine1			
eng_rss_elite	skipray_engine_s01:engine1			
eng_rss_imperial_skyrunner	skipray_engine_s01:engine1			
eng_rss_imperial_skyrunner_2	skipray_engine_s01:engine1			
eng_rss_imperial_skyrunner_3	skipray_engine_s01:engine1			
eng_rss_imperial_skyrunner_4	skipray_engine_s01:engine1			
eng_sds_imperial_1	skipray_engine_s01:engine1			
eng_sds_imperial_2	skipray_engine_s01:engine1			
eng_sds_limited_imperial_1	skipray_engine_s01:engine1			
eng_seinar_ps56	skipray_engine_s01:engine1			
eng_sfs_advanced	skipray_engine_s01:engine1			
eng_sfs_elite	skipray_engine_s01:engine1			
eng_sfs_imperial_1	skipray_engine_s01:engine1			
eng_sfs_imperial_2	skipray_engine_s01:engine1			
eng_sfs_imperial_3	skipray_engine_s01:engine1			
eng_sfs_imperial_4	skipray_engine_s01:engine1			
eng_sfs_imperial_5	skipray_engine_s01:engine1			
eng_sfs_modified_imperial_3	skipray_engine_s01:engine1			
eng_sfs_performance_imperial_1	skipray_engine_s01:engine1			
eng_sfs_tuned_imperial_2	skipray_engine_s01:engine1			
eng_sorosuub_l_337_ion_engine	skipray_engine_s01:engine1			
eng_sorosuub_tuned_l_337_ion_engine	skipray_engine_s01:engine1			
eng_sorosuub_u83r_ion_drive	skipray_engine_s01:engine1			
eng_subpro_light_engines	skipray_engine_s01:engine1			
eng_surronian_a2	ywing_engine_s02:engine1			
eng_surronian_a25	ywing_engine_s02:engine1			
eng_ubrikkian_n2	skipray_engine_s01:engine1			
eng_kessel_imperial_rendili_hyperion_drive	skipray_engine_s01:engine1			
eng_kessel_imperial_sds_special_forces	skipray_engine_s01:engine1			
eng_kessel_imperial_sfs_special_forces	skipray_engine_s01:engine1			
eng_kessel_rebel_incom_t11_elite	skipray_engine_s01:engine1			
eng_kessel_rebel_novaldex_blackhole_elite	skipray_engine_s01:engine1			
eng_kessel_rebel_novaldex_grb1138	skipray_engine_s01:engine1			
eng_reward_kuat_elite	skipray_engine_s01:engine1			
eng_nova_01	skipray_engine_s01:engine1			
eng_orion_01	skipray_engine_s01:engine1			
collection_reward_engine_01_mk1	skipray_engine_s01:engine1			
collection_reward_engine_01_mk2	skipray_engine_s01:engine1			
collection_reward_engine_01_mk3	skipray_engine_s01:engine1			
collection_reward_engine_01_mk4	skipray_engine_s01:engine1			
collection_reward_engine_01_mk5	skipray_engine_s01:engine1			
eng_t86_shooting_star	skipray_engine_s01:engine1			
eng_kuat_m24	skipray_engine_s01:engine1			
wpn_advanced_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_advanced_blaster_green			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_advanced_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_advanced_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_armek_advanced			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_armek_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_armek_sw4			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_armek_sw6			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_armek_sw7			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_armek_sw8			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_awing_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_borstel_rg9			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_bwing_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_corellian_1d			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_corellian_ag1g_laser			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_corellian_ag2g_quad_laser			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_corellian_cruiser_grade_blaster_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_corellian_heavy_gauss			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_crafted_incom_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_crafted_slayn_ioncannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_crafted_subpro_tripleblaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_crafted_tractor_beam			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_cygnus_destroyer_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_cygnus_destroyer_mk2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_cygnus_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_cygnus_eradicator_1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_experimental_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_experimental_blaster_green			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_experimental_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_experimental_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_fastspray_2000_disruptor			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_freitek_cannoneer_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_gyrhil_auto_blaster			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_gyrhil_r9x			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_haor_chall_speedblaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_heavy_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_heavy_blaster_green			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_heavy_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_heavy_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_hk_modified_scorcher_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher_2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher_3			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher_advanced			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hk_scorcher_heavy			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_hoersch_railgun			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_incom_advanced_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_incom_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_elite_quad_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_heavy_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_heavy_quad_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_light_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_quad_blaster			ywing_weapon1_s04:weapon1	ywing_weapon2_s04:turretyaw1
wpn_incom_shredder			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_tt13			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_incom_tt8			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_kdy_pounder_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_deluxe_ion_accelerator			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_ion_accelerator			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_ion_accelerator_2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_ion_accelerator_3			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_ion_accelerator_advanced			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_light_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_koensayr_tuned_light_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_kse_double_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_kse_light_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_light_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_light_blaster_green			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_light_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_light_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_mandal_advanced_annihilator			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_annihilator_mk2			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_annilhator_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_elite_annihilator			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_enhanced_mangler_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_heavy_annihilator			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_mangler_mk1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_qv3_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_qv5_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mandal_super_mangler			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_medium_blaster			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_medium_blaster_green			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_medium_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_medium_ioncannon			ywing_weapon1_s06:weapon1	ywing_weapon2_s06:turretyaw1
wpn_mining_laser_mk1			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_mining_laser_mk2			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_mining_laser_mk3			ywing_weapon1_s05:weapon1	ywing_weapon2_s05:turretyaw1
wpn_mission_reward_imperial_cygnus_starblaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_imperial_sds_boltdriver			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_neutral_borstel_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_neutral_hk_military_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_neutral_mandal_light_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_rebel_incom_tricannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_mission_reward_rebel_taim_ion_driver			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_moncal_light_blaster			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_prototype			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_prototype_tie			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rendili_advanced			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rendili_fr13_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rendili_fr9_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rendili_sc3_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rendili_sc8_disruptor			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_rss_imperial_cannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sds_elite			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sds_heavy_imperial_spc_forces_cannon			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
wpn_sds_imperial_blaster_1			skipray_weapon1_s01:weapon1	ywing_weapon2_s01:turretyaw1
