component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
wpn_incom_shredder													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_subpro_tripleblaster_mark2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
wpn_incom_quad_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s04_1:weapon2_pos1, xwing_weapon2_neg_s04_1:weapon2_neg1					
wpn_taim_ix4													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_kx5													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_kx9													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
wpn_taim_heavy_laser													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s03_1:weapon2_pos1, xwing_weapon2_neg_s03_1:weapon2_neg1					
eng_novaldex_singularity		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_a10		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_x12		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_damorian_rx7		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kuat_f31		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_igt		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_ubrikkian_n2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kuat_tc40		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_cygnus_hd7		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_e16		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_surronian_a2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_surronian_a25		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kongar_defender		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_seinar_ps56		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kuat_a9x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_nubian_221		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_nubian_221_racing_mod		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
wpn_experimental_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_experimental_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_experimental_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_advanced_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_advanced_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_advanced_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_heavy_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_heavy_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_light_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_light_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_light_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_medium_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_medium_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_medium_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
bst_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_mk5								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
eng_mk1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mk2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mk3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mk4		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mk5		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_intimidator_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x8								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_surronian_accelerator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_accelerator_mk2								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_pulsar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_quasar								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_novaldex_pulsar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_novaldex_quasar_advanced								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_qualdex_xboost_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_kuat_military_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_racer_mk3								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_koensayr_racer_mk4								xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1												
bst_incom_intimidator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kuat_military_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_slayn_ion_booster_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_gallofree_light								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sfs_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_freitek_outrunner_x1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_surronian_nomad_x4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_qualdex_xboost_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_koensayr_special_evh12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_mandal_enhanced_jbj_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_subpro_tuned_accelatron_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_corellian_experimental_tjh3								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_moncal_limited_jlc37								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sorosuub_prized_liberator_mk1								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kse_performance_cb6								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_incom_performance_nkj31								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
eng_novaldex_light_eventhorizon		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_qualdex_small_kyromaster		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_small_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_a2x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_light		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_corellian_cruiser_grade_mk1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_subpro_light_engines		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sorosuub_l_337_ion_engine		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_x37_vandal		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_haor_chall_old_engine		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_imperial_1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sds_imperial_1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_cygnus_hd3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_incom_light_fusialthrust		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_gallofree_jx2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_tuned_small_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_improved_a2x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_enhanced_light		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_corellian_deluxe_cruiser_grade_mk1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sorosuub_tuned_l_337_ion_engine		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_performance_imperial_1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sds_limited_imperial_1		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_cygnus_hd_5		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_gallofree_jx3		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_novaldex_eventhorizon		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_surronian_a2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
wpn_incom_light_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_koensayr_light_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_sds_imperial_blaster_1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_mandal_mangler_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_subpro_light_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_slayn_light_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_cygnus_destroyer_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_kse_light_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_corellian_cruiser_grade_blaster_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_awing_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_bwing_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_z95_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_tieadvanced_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_incom_shredder													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_seinar_linked_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_ion_cannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_seinar_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_koensayr_tuned_light_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_slayn_deluxe_light_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_subpro_improved_light_ioncannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_mandal_enhanced_mangler_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
wpn_moncal_light_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s05_1:weapon2_pos1, xwing_weapon2_neg_s05_1:weapon2_neg1					
eng_sfs_tuned_imperial_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_charged_standard		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_enhanced_dual_small_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_corellian_cruiser_grade_mk2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_moncal_standard		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_kse_a5x		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sfs_imperial_2		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_sorosuub_u83r_ion_drive		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_koensayr_dual_small_ionjet		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_rss_imperial_skyrunner		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
eng_mandal_x57_vandal		refractor_engine_s01:engine1,refractor_engine_s01_b:engine2																		
bst_sfs_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_cygnus_flashboost4								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sds_enhanced_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_sap_imperial_2								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_rss_special								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
bst_kde_br12								xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1												
wpn_sfs_improved_imperial_blaster_2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_mandal_super_mangler													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_sfs_imperial_blaster_2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_kse_double_blaster													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_incom_tt8													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_hk_scorcher													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_freitek_cannoneer_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_kdy_pounder_mk1													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s06_1:weapon2_pos1, xwing_weapon2_neg_s06_1:weapon2_neg1					
wpn_subpro_tricannon													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_cygnus_destroyer_mk2													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
wpn_rendili_fr9_disruptor													bwing_weapon1_s01:weapon1	refractor_weapon2_s01:weapon_wing	xwing_weapon2_pos_s01_1:weapon2_pos1, xwing_weapon2_neg_s01_1:weapon2_neg1					
