component	reactor	engine	shield_0	shield_1	armor_0	armor_1	capacitor	booster	droid_interface	bridge	hangar	targeting_station	weapon_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	weapon_6	weapon_7
eng_incom_light_fusialthrust		tie_engine_s01:																		
eng_gallofree_jx2		tie_engine_s01:																		
eng_koensayr_tuned_small_ionjet		tie_engine_s01:																		
eng_kse_improved_a2x		tie_engine_s01:																		
eng_moncal_enhanced_light		tie_engine_s01:																		
eng_corellian_deluxe_cruiser_grade_mk1		tie_engine_s01:																		
eng_sorosuub_tuned_l_337_ion_engine		tie_engine_s01:																		
eng_sfs_performance_imperial_1		tie_engine_s01:																		
eng_sds_limited_imperial_1		tie_engine_s01:																		
eng_cygnus_hd_5		tie_engine_s01:																		
eng_gallofree_jx3		tie_engine_s01:																		
eng_novaldex_eventhorizon		tie_engine_s01:																		
eng_surronian_a2		tie_engine_s01:																		
wpn_incom_light_blaster																				
wpn_koensayr_light_disruptor																				
wpn_sfs_imperial_blaster_1																				
wpn_sds_imperial_blaster_1																				
wpn_mandal_mangler_mk1																				
wpn_subpro_light_ioncannon																				
wpn_slayn_light_ioncannon																				
wpn_cygnus_destroyer_mk1																				
wpn_kse_light_disruptor																				
wpn_corellian_cruiser_grade_blaster_mk1																				
wpn_awing_blaster																				
wpn_bwing_blaster																				
wpn_z95_blaster																				
wpn_tieadvanced_blaster																				
wpn_incom_blaster																				
wpn_incom_shredder																				
wpn_seinar_linked_cannon																				
wpn_seinar_ion_cannon																				
wpn_seinar_disruptor																				
wpn_koensayr_tuned_light_disruptor																				
wpn_slayn_deluxe_light_ioncannon																				
wpn_subpro_improved_light_ioncannon																				
wpn_mandal_enhanced_mangler_mk1																				
wpn_moncal_light_blaster																				
eng_sfs_tuned_imperial_2		tie_engine_s01:																		
eng_moncal_charged_standard		tie_engine_s01:																		
eng_koensayr_enhanced_dual_small_ionjet		tie_engine_s01:																		
eng_corellian_cruiser_grade_mk2		tie_engine_s01:																		
eng_moncal_standard		tie_engine_s01:																		
eng_kse_a5x		tie_engine_s01:																		
eng_sfs_imperial_2		tie_engine_s01:																		
eng_sorosuub_u83r_ion_drive		tie_engine_s01:																		
eng_koensayr_dual_small_ionjet		tie_engine_s01:																		
eng_rss_imperial_skyrunner		tie_engine_s01:																		
eng_mandal_x57_vandal		tie_engine_s01:																		
bst_sfs_imperial_2																				
bst_cygnus_flashboost4																				
bst_sds_enhanced_imperial_2																				
bst_sap_imperial_2																				
bst_rss_special																				
bst_kde_br12																				
wpn_sfs_improved_imperial_blaster_2																				
wpn_mandal_super_mangler																				
wpn_sfs_imperial_blaster_2																				
wpn_kse_double_blaster																				
wpn_incom_tt8																				
wpn_hk_scorcher																				
wpn_freitek_cannoneer_mk1																				
wpn_kdy_pounder_mk1																				
wpn_subpro_tricannon																				
wpn_cygnus_destroyer_mk2																				
wpn_rendili_fr9_disruptor																				
wpn_subpro_modified_tricannon																				
wpn_mandal_qv3_disruptor																				
wpn_koensayr_ion_accelerator																				
wpn_haor_chall_speedblaster																				
wpn_koensayr_deluxe_ion_accelerator																				
eng_incom_heavy_fusialthrust		tie_engine_s01:																		
eng_sfs_imperial_3		tie_engine_s01:																		
eng_qualdex_a13		tie_engine_s01:																		
eng_moncal_heavy		tie_engine_s01:																		
eng_mandal_enhanced_heavy		tie_engine_s01:																		
eng_sfs_modified_imperial_3		tie_engine_s01:																		
eng_rendili_demon_mk1		tie_engine_s01:																		
eng_moncal_improved_heavy		tie_engine_s01:																		
eng_novaldex_x6		tie_engine_s01:																		
eng_kse_a7x		tie_engine_s01:																		
eng_mandal_heavy		tie_engine_s01:																		
eng_rss_imperial_skyrunner_2		tie_engine_s01:																		
eng_incom_advanced_fusialthrust		tie_engine_s01:																		
eng_kse_a8x		tie_engine_s01:																		
eng_cygnus_hd8		tie_engine_s01:																		
eng_sds_imperial_2		tie_engine_s01:																		
wpn_sfs_imperial_blaster_3																				
wpn_sfs_imperial_blaster_4																				
wpn_rendili_sc3_disruptor																				
wpn_mandal_annilhator_mk1																				
wpn_incom_advanced_blaster																				
wpn_armek_sw6																				
wpn_koensayr_ion_accelerator_2																				
wpn_koensayr_ion_accelerator_3																				
wpn_hk_scorcher_2																				
wpn_hk_scorcher_3																				
wpn_taim_ix5																				
wpn_mandal_qv5_disruptor																				
wpn_subpro_advanced_cannon																				
wpn_sds_imperial_blaster_2																				
wpn_incom_tt13																				
wpn_rss_imperial_cannon																				
wpn_rendili_fr13_disruptor																				
wpn_launcher_concussion_mk1																				
wpn_launcher_concussion_mk2																				
wpn_launcher_concussion_mk3																				
wpn_launcher_imagerec_mk1																				
wpn_launcher_imagerec_mk2																				
wpn_launcher_proton_mk1																				
wpn_launcher_proton_mk2																				
wpn_launcher_proton_mk3																				
wpn_launcher_proton_mk4																				
wpn_launcher_seismic_mk1																				
wpn_launcher_seismic_mk2																				
wpn_launcher_seismic_mk3																				
wpn_launcher_spacebomb_mk1																				
wpn_launcher_spacebomb_mk2																				
eng_mandal_firestorm		tie_engine_s01:																		
eng_kse_advanced		tie_engine_s01:																		
eng_qualdex_b10		tie_engine_s01:																		
eng_gallofree_advanced		tie_engine_s01:																		
eng_koensayr_elite		tie_engine_s01:																		
eng_incom_advanced		tie_engine_s01:																		
eng_mandal_firestorm_2		tie_engine_s01:																		
eng_sfs_imperial_4		tie_engine_s01:																		
eng_sfs_imperial_5		tie_engine_s01:																		
eng_qualdex_advanced		tie_engine_s01:																		
eng_rss_elite		tie_engine_s01:																		
eng_qualdex_elite		tie_engine_s01:																		
eng_mandal_elite		tie_engine_s01:																		
eng_incom_fusialthrust_2		tie_engine_s01:																		
eng_mandal_advanced		tie_engine_s01:																		
eng_cygnus_hdx		tie_engine_s01:																		
eng_kse_elite		tie_engine_s01:																		
eng_sfs_elite		tie_engine_s01:																		
eng_sfs_advanced		tie_engine_s01:																		
eng_rss_imperial_skyrunner_3		tie_engine_s01:																		
eng_koensayr_advanced		tie_engine_s01:																		
eng_rss_imperial_skyrunner_4		tie_engine_s01:																		
eng_novaldex_x7		tie_engine_s01:																		
eng_incom_elite		tie_engine_s01:																		
eng_novaldex_x9		tie_engine_s01:																		
eng_incom_improved_fusialthrust_2		tie_engine_s01:																		
eng_freitek_dual_jet		tie_engine_s01:																		
eng_moncal_ifs64		tie_engine_s01:																		
eng_rss_advanced		tie_engine_s01:																		
eng_rendili_elite		tie_engine_s01:																		
eng_koensayr_heavy_ionjet		tie_engine_s01:																		
eng_novaldex_advanced		tie_engine_s01:																		
eng_moncal_ifs32		tie_engine_s01:																		
wpn_mandal_elite_annihilator																				
wpn_rendili_advanced																				
wpn_sds_heavy_imperial_spc_forces_cannon																				
wpn_sds_imperial_special_forces_cannon																				
wpn_taim_kx8																				
wpn_incom_heavy_quad_blaster																				
wpn_hk_modified_scorcher_elite																				
wpn_sds_modified_elite																				
wpn_hk_scorcher_heavy																				
wpn_cygnus_elite																				
wpn_sds_elite																				
wpn_armek_elite																				
wpn_armek_sw8																				
wpn_rendili_sc8_disruptor																				
wpn_mandal_heavy_annihilator																				
wpn_cygnus_eradicator_1																				
wpn_sfs_elite																				
wpn_mandal_annihilator_mk2																				
wpn_subpro_tripleblaster_mark3																				
wpn_koensayr_ion_accelerator_advanced																				
wpn_mandal_advanced_annihilator																				
wpn_hk_scorcher_advanced																				
wpn_taim_elite																				
wpn_sfs_imperial_special_forces_blaster																				
wpn_armek_advanced																				
wpn_hk_scorcher_elite																				
wpn_incom_heavy_blaster																				
wpn_incom_elite_quad_blaster																				
wpn_mission_reward_imperial_cygnus_starblaster																				
wpn_mission_reward_imperial_sds_boltdriver																				
wpn_mission_reward_neutral_borstel_disruptor																				
wpn_mission_reward_neutral_hk_military_blaster																				
wpn_mission_reward_neutral_mandal_light_blaster																				
wpn_mission_reward_rebel_incom_tricannon																				
wpn_mission_reward_rebel_taim_ion_driver																				
eng_mission_reward_neutral_haor_chall_military		tie_engine_s01:																		
eng_mission_reward_rebel_incom_military		tie_engine_s01:																		
eng_mission_reward_imperial_cygnus_megadrive		tie_engine_s01:																		
eng_mission_reward_neutral_mandal_inferno		tie_engine_s01:																		
bst_mission_reward_rebel_novaldex_hypernova																				
bst_mission_reward_rebel_qualdex_halcyon																				
bst_mission_reward_neutral_mandal_m_series																				
bst_mission_reward_imperial_rss_ion_booster																				
bst_mission_reward_neutral_mandal_q_series																				
