Special Attack Id	Special Attack Name	Trail Appearance	Hue Trail	attack appearance	attack appearance hardpoint	Attack Sound	Attack Sound Pitch	Hit Appearance	Hit Sound	Hit Sound Pitch
1768560038	en_dm_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1155356784	en_dm_5		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1344996363	en_dm_6		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
863770119	en_dm_7		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
462812376	en_dm_8		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-1271955956	en_sh_1		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
-1008375257	en_sh_2		1	appearance/pt_heal_1.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_medium.prt		1
-1503120725	en_sh_3		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
-1327851024	fs_buff_ca_1		1		root	sound/pt_sfx_djem_so_focus.snd	1			1
1210222430	fs_buff_ca_2		1		root	sound/pt_sfx_djem_so_focus.snd	1			1
1078722535	fs_buff_ca_3		1		root	sound/pt_sfx_sokan_focus.snd	1			1
1656485194	fs_buff_ca_4		1		root	sound/pt_sfx_juyo_focus.snd	1			1
-376673313	fs_buff_ca_5		1		root	sound/pt_sfx_juyo_focus.snd	1			1
1850709487	fs_buff_ca_6		1		root	sound/pt_sfx_vaapad_focus.snd	1			1
1471491503	fs_buff_def_1_1		1		root	sound/pt_sfx_niman_stance.snd	1			1
-988919654	fs_buff_def_1_2		1		root	sound/pt_sfx_niman_stance.snd	1			1
2068286883	fs_buff_def_1_3		1		root	sound/pt_sfx_niman_stance.snd	1			1
-547745042	fs_buff_def_1_4		1		root	sound/pt_sfx_shii_cho_stance.snd	1			1
1121072210	fs_buff_def_1_5		1		root	sound/pt_sfx_shii_cho_stance.snd	1			1
-1097925512	fs_buff_def_1_6		1		root	sound/pt_sfx_shii_cho_stance.snd	1			1
90496379	fs_dm_1		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
-2095908016	fs_dm_2		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
769476531	fs_dm_3		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
-2064845334	fs_dm_4		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
482565364	fs_dm_5		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
449896925	fs_dm_6		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
2030328315	fs_dm_7		1		weapon		1		sound/pt_sfx_shiak_strike.snd	1
-474678094	fs_sweep_1		1		weapon		1		sound/pt_sfx_sun_djem_jung_ma.snd	1
-151982370	fs_sweep_2		1		weapon		1		sound/pt_sfx_sun_djem_jung_ma.snd	1
1492929783	fs_sweep_3		1		weapon		1		sound/pt_sfx_cho_mak_jung_ma.snd	1
366449244	fs_sweep_4		1		weapon		1		sound/pt_sfx_sai_tok_jung_ma.snd	1
-223709301	fs_sweep_5		1		weapon		1		sound/pt_sfx_sai_tok_jung_ma.snd	1
-1184905491	fs_sweep_6		1		weapon		1		sound/pt_sfx_sai_tok_jung_ma.snd	1
-2111856321	fs_sweep_7		1		weapon		1		sound/pt_sfx_sai_tok_jung_ma.snd	1
939016326	fs_mind_trick_1		1		root	sound/pt_sfx_mind_trick.snd	1			1
-1818835395	fs_mind_trick_2		1		root	sound/pt_sfx_mind_trick.snd	1			1
1475101226	fs_dm_cc_1		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
1697612501	fs_dm_cc_2		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
-1667915140	fs_dm_cc_3		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
43976125	fs_dm_cc_4		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
-253214877	fs_dm_cc_5		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
1274184410	fs_dm_cc_6		1	appearance/pt_special_attack_stun.prt	root	sound/pt_sfx_grapple.snd	1		sound/pt_sfx_grapple.snd	1
893001199	fs_force_spark		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
262094541	fs_ae_dm_cc_1		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1364148366	fs_ae_dm_cc_2		1	appearance/pt_special_attack_startle.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-1620096861	fs_ae_dm_cc_3		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
797523398	fs_ae_dm_cc_4		1	appearance/pt_special_attack_startle.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-577704142	fs_ae_dm_cc_5		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
276140000	fs_ae_dm_cc_6		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
88793974	fs_maelstrom_1		1	appearance/pt_special_attack_slow.prt	root		1	appearance/pt_special_hit_heavy.prt		1
1887685125	fs_maelstrom_2		1	appearance/pt_special_attack_slow.prt	root		1	appearance/pt_special_hit_heavy.prt		1
222585922	fs_maelstrom_3		1	appearance/pt_special_attack_slow.prt	root		1	appearance/pt_special_hit_heavy.prt		1
1978308060	fs_maelstrom_4		1	appearance/pt_special_attack_slow.prt	root		1	appearance/pt_special_hit_heavy.prt		1
1463138805	fs_maelstrom_5		1	appearance/pt_special_attack_slow.prt	root		1	appearance/pt_special_hit_heavy.prt		1
-1578555130	fs_dm_cc_crit_1		1		root	sound/pl_force_blast.snd	1	appearance/pt_special_hit_concuss.prt		1
-1067594584	fs_dm_cc_crit_2		1		root	sound/pl_force_blast.snd	1	appearance/pt_special_hit_concuss.prt		1
2001639325	fs_dm_cc_crit_3		1		root	sound/pl_force_blast.snd	1	appearance/pt_special_hit_concuss.prt		1
-693544561	fs_dm_cc_crit_4		1		root	sound/pl_force_blast.snd	1	appearance/pt_special_hit_concuss.prt		1
-1646054638	fs_dm_cc_crit_5		1		root	sound/pl_force_blast.snd	1	appearance/pt_special_hit_concuss.prt		1
2109274849	fs_sh_0		1	appearance/pt_force_heal_self.prt	root	sound/pl_force_healing.snd	1			1
1561883787	fs_sh_1		1	appearance/pt_force_heal_self.prt	root	sound/pl_force_healing.snd	1			1
-1442952477	fs_sh_2		1	appearance/pt_force_heal_self.prt	root	sound/pl_force_healing.snd	1			1
-1353256912	fs_sh_3		1	appearance/pt_force_heal_self.prt	root	sound/pl_force_healing.snd	1			1
259078097	fs_buff_invis_1		1		root		1			1
-1678297226	me_ae_heal_1		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_light.prt		1
1152003328	me_ae_heal_2		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_medium.prt		1
-1363687528	me_ae_heal_3		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_heavy.prt		1
-512655871	me_ae_heal_4		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_power.prt		1
-2072831797	me_ae_heal_5		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_light.prt		1
1053729446	me_ae_heal_6		1	appearance/pt_medic_healing_energy_area.prt	root		1	appearance/pt_special_hit_light.prt		1
1506656189	me_buff_health		1	appearance/pt_force_resist_poison.prt	root		1	appearance/pt_special_hit_light.prt		1
-1121364484	me_dm_1		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
2062170188	me_dm_2		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-47083885	me_dm_3		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
1990310141	me_dm_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-280774518	me_dm_5		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
2135415536	me_dm_6		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
473914182	me_dm_8		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
1888146228	me_dm_dot_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-2037590273	me_dm_dot_2		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-2046167589	me_dm_dot_3		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1330210779	me_fld_dm_dot_1		1	appearance/pt_special_attack_bleed.prt	root		1	appearance/pt_special_hit_light.prt		1
191294338	me_fld_dm_dot_2		1	appearance/pt_special_attack_bleed.prt	root		1	appearance/pt_special_hit_medium.prt		1
1994045150	me_fld_dm_dot_3		1	appearance/pt_special_attack_bleed.prt	root		1	appearance/pt_special_hit_heavy.prt		1
1518292936	me_hot_1		1	appearance/pt_special_attack_bleed.prt	weapon	sound/pt_sfx_calming_mind.snd	1	appearance/pt_medic_healing_energy.prt		1
-2124747668	me_hot_2		1	appearance/pt_special_attack_bleed.prt	weapon	sound/pt_sfx_calming_mind.snd	1	appearance/pt_medic_healing_energy.prt		1
-2089527020	me_hot_3		1	appearance/pt_special_attack_bleed.prt	weapon	sound/pt_sfx_calming_mind.snd	1	appearance/pt_medic_healing_energy.prt		1
-1044668436	me_sh_1		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_medic_healing_energy.prt		1
-1799239874	me_rv_1		1	appearance/pt_heal_resuscitate.prt	root		1	appearance/pt_heal_resuscitate.prt		1
-1467173373	me_rv_2		1	appearance/pt_heal_revive.prt	root		1	appearance/pt_heal_revive.prt		1
-276782148	me_rv_3		1	appearance/pt_heal_revive.prt	root		1	appearance/pt_heal_revive.prt		1
1587938431	of_buff_def_1		1		root	sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-1053245989	of_buff_def_2		1		root	sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
987004496	of_buff_def_3		1		root	sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-902203229	of_buff_def_4		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-1002669471	of_buff_def_5		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
1319029990	of_buff_def_6		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-1351728593	of_buff_def_7		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-2108784173	of_buff_def_8		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
2065074208	of_buff_def_9		1			sound/off_exp_tactics.snd	1		sound/off_exp_tactics.snd	1
-47388126	of_deb_def_1		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1365962160	of_deb_def_2		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1759179338	of_deb_def_3		1	appearance/pt_special_attack_bleed.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1248007248	of_del_ae_dm_1		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_light.prt		1
334989904	of_del_ae_dm_2		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
2146597119	of_del_ae_dm_3		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-54800696	of_del_ae_dm_dot_1		1	appearance/pt_blast_wave_build_up.prt	loc	sound/item_blasterpack_bomb_act.snd	1	appearance/pt_special_hit_light.prt		1
2025724101	of_del_ae_dm_dot_2		1	appearance/pt_blast_wave_build_up.prt	loc	sound/item_blasterpack_bomb_act.snd	1	appearance/pt_special_hit_medium.prt		1
-1324710034	of_del_ae_dm_dot_3		1	appearance/pt_blast_wave_build_up.prt	loc	sound/item_blasterpack_bomb_act.snd	1	appearance/pt_special_hit_heavy.prt		1
341946652	of_del_ae_dot_1		1	appearance/pt_special_attack_aim.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1199167176	of_dm_1		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-538979183	of_dm_2		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1960316392	of_dm_3		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-979668083	of_dm_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
256574405	of_dm_5		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1749990418	of_dm_6		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1686368947	of_dm_7		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-46597091	of_dm_8		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-111191153	of_sh_1		1	appearance/pt_heal.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_light.prt		1
-777549919	of_sh_2		1	appearance/pt_heal_1.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_medium.prt		1
-18241936	of_sh_3		1	appearance/pt_heal_2.prt	root	sound/pt_sfx_meditate.snd	1	appearance/pt_special_hit_heavy.prt		1
2134655984	sm_ae_dm_1		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_light.prt		1
627471585	sm_ae_dm_2		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
-642889804	sm_ae_dm_3		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1299391392	sm_ae_dm_4		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
1734578168	sm_ae_dm_5		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-713698278	sm_ae_dm_6		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-289151532	sm_ae_dm_melee_1		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
925936913	sm_ae_dm_melee_2		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
1762480803	sm_ae_dm_melee_3		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
-467113160	sm_ae_dm_melee_4		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
2096384286	sm_ae_dm_melee_5		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
-1647087869	sm_ae_dm_melee_6		1	appearance/pt_special_attack_cone.prt	weapon		1	appearance/pt_smuggler_brawler_swipe.prt		1
-47381552	sm_ae_cover_fire		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-1071638972	sm_ae_dm_cc_1		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1747523406	sm_ae_dm_cc_2		1	appearance/pt_special_attack_startle.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1107190326	sm_ae_dm_cc_3		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1412871565	sm_ae_dm_cc_4		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-2102117533	sm_ae_dm_cc_5		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
1223261503	sm_ae_pin_down		1	appearance/pt_smuggler_pin_down.prt	weapon		1	appearance/pt_special_hit_light.prt		1
710794662	sm_ae_dm_cc_melee_1		1	appearance/pt_smuggler_pin_down.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1448082408	sm_ae_dm_cc_melee_2		1	appearance/pt_smuggler_pin_down2.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
755422439	sm_ae_dm_cc_melee_3		1	appearance/pt_smuggler_pin_down2.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
583465188	sm_ae_dm_cc_melee_4		1	appearance/pt_smuggler_pin_down3.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-761536517	sm_ae_dm_cc_melee_5		1	appearance/pt_smuggler_pin_down3.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
2001863831	sm_del_dm_cc_1		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_light.prt		1
1583748847	sm_del_dm_cc_2		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_medium.prt		1
-591279018	sm_del_dm_cc_3		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_heavy.prt		1
1190353616	sm_del_dm_cc_4		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_heavy.prt		1
-559910110	sm_del_dm_cc_5		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_heavy.prt		1
1755780058	sm_del_dm_cc_6		1	appearance/pt_smuggler_dirty_trick.prt	loc		1	appearance/pt_special_hit_heavy.prt		1
1012606433	sm_precision_strike		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1300011204	sm_dm_melee_1		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
2035458007	sm_dm_melee_2		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1428510212	sm_dm_melee_3		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-150121367	sm_dm_melee_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-675823988	sm_dm_melee_5		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
1525313743	sm_dm_melee_6		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
607442660	sm_dm_melee_7		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-2081332324	sm_fast_draw		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
181933909	sm_dm_1		1	appearance/pt_special_attack_overcharge.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-183833798	sm_dm_2		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1655105791	sm_dm_3		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
-1298772028	sm_dm_4		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-480451863	sm_dm_5		1	appearance/pt_special_attack_fastblast.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1372160485	sm_dm_6		1	appearance/pt_special_attack_power.prt	weapon		1	appearance/pt_special_hit_power.prt		1
-1677746227	sm_dm_7		1	appearance/pt_special_attack_pointblank.prt	weapon		1	appearance/pt_special_hit_concuss.prt		1
-1858965275	sm_concussion_shot		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
1289503591	sm_dm_cc_1		1	appearance/pt_special_attack_slow.prt	weapon		1	appearance/pt_special_hit_light.prt		1
-14347280	sm_dm_cc_2		1	appearance/pt_special_attack_startle.prt	weapon		1	appearance/pt_special_hit_medium.prt		1
1961783223	sm_dm_cc_3		1	appearance/pt_special_attack_stun.prt	weapon		1	appearance/pt_special_hit_heavy.prt		1
