ObjectTemplateName	SwooshName	UseObjectHue
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s10_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s10_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s10_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s10_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s11.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s11_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s11_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s11_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s11_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s12.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s12_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s12_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s12_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s12_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s13.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s13_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s13_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s13_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s13_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s14.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s15.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s16.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s17.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s18.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s19.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s20.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s21.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_one_handed_s22.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s1_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s2_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s3_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s4_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s5_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s6_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s7_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s8_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s9_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s10_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/sword/crafted_saber/shared_sword_lightsaber_s11_training.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_gen5.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s1_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s1_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s1_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s1_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s2_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s2_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s2_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s2_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s3_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s3_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s3_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s3_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s4_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s4_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s4_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s4_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s5.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s5_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s5_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s5_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s5_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s6.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s6_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s6_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s6_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s6_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s7.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s7_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s7_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s7_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s7_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s8.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s8_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s8_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s8_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s8_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s9.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s9_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s9_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s9_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s9_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s10.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s10_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s10_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s10_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s10_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s11.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s11_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s11_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s11_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s11_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s12.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s12_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s12_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s12_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s12_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s13.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s13_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s14.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s15.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s16.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s17.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s18.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s19.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s20.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/2h_sword/crafted_saber/shared_sword_lightsaber_two_handed_s21.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_gen5.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s1_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s1_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s1_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s1_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s2_gen1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s2_gen2.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s2_gen3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s2_gen4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s3.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s4.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s5.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_polearm_s6.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/crafted_saber/shared_sword_lightsaber_pike_s1.iff	appearance/sw_light_saber_white.swh	1
object/weapon/melee/polearm/shared_lance_staff_wood_s1.iff	appearance/sw_polearm_brown.swh	0
object/weapon/melee/polearm/shared_lance_controllerfp.iff	appearance/sw_lines.swh	0
object/weapon/melee/polearm/shared_lance_controllerfp_nightsister.iff	appearance/sw_lines_nightsister.swh	0
object/weapon/melee/polearm/shared_lance_staff_janta.iff	appearance/sw_polearm_brown.swh	0
object/weapon/melee/polearm/shared_lance_staff_metal.iff	appearance/sw_metalpolearm.swh	0
object/weapon/melee/polearm/shared_lance_staff_wood_s1.iff	appearance/sw_polearm_brown.swh	0
object/weapon/melee/polearm/shared_lance_staff_wood_s2.iff	appearance/sw_polearm_dark_brown.swh	0
object/weapon/melee/polearm/shared_lance_vibrolance.iff	appearance/sw_vibrolance.swh	0
object/weapon/melee/polearm/shared_polearm_vibro_axe.iff	appearance/sw_vibrolance.swh	0
object/weapon/melee/sword/shared_sword_01.iff	appearance/sw_streaked.swh	0
object/weapon/melee/sword/shared_sword_01_noob.iff	appearance/sw_soft_white.swh	0
object/weapon/melee/sword/shared_sword_02.iff	appearance/sw_streaked.swh	0
object/weapon/melee/sword/shared_sword_blade_ryyk.iff	appearance/sw_streaked.swh	0
object/weapon/melee/sword/shared_sword_curved_nyax.iff	appearance/sw_streaked.swh	0
object/weapon/melee/sword/shared_sword_nyax.iff	appearance/sw_streaked.swh	0
object/weapon/melee/sword/shared_sword_rantok.iff	appearance/sw_streaked_glow.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_cleaver.iff	appearance/sw_streaky_glow_coolwhite.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_battleaxe.iff	appearance/sw_lines.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_force.iff	appearance/pt_electric_sword.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_katana.iff	appearance/sw_lines.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_maul.iff	appearance/sw_streaked.swh	0
object/weapon/melee/2h_sword/shared_2h_sword_scythe.iff	appearance/sw_streaky_glow_coolwhite.swh	0
object/weapon/melee/axe/shared_axe_heavy_duty.iff	appearance/sw_streaky_glow_coolwhite.swh	0
object/weapon/melee/axe/shared_axe_vibroaxe.iff	appearance/sw_vibroaxe.swh	0
object/weapon/melee/baton/shared_baton_gaderiffi.iff	appearance/sw_streaky_glow_coolwhite.swh	0
object/weapon/melee/baton/shared_baton_stun.iff	appearance/sw_streaky_glow_coolwhite.swh	0
object/weapon/melee/knife/shared_knife_dagger.iff	appearance/sw_color_bands.swh	0
object/weapon/melee/knife/shared_knife_donkuwah.iff	appearance/sw_color_bands.swh	0
object/weapon/melee/knife/shared_knife_janta.iff	appearance/sw_color_bands_purple.swh	0
object/weapon/melee/knife/shared_knife_stone.iff	appearance/sw_stoneknife.swh	0
object/weapon/melee/knife/shared_knife_stone_noob.iff	appearance/sw_stoneknife.swh	0
object/weapon/melee/knife/shared_knife_survival.iff	appearance/sw_stoneknife.swh	0
object/weapon/melee/knife/shared_knife_vibroblade.iff	appearance/sw_vibrolance.swh	0
object/weapon/melee/sword/shared_sword_lightsaber_anakin.iff	appearance/sw_light_saber_white.swh	1
